 n6_x550jx        Tebo-ICT,  license #xxxx ,                 User

 Test Fixture Nails     1573/1573  Selected Drills           26-January-2015 11:22
                        1573 Nails,  2540 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$277      6.2177    8.7833   1  D2   (B)  #1007 BAT_CON          T PIN PT6008.1
$278      6.2707    8.4703   1  D2   (B)  #1226 SMB0_DAT_CLK_CON T PIN TB_TP48.1
$279      6.1277    8.3943   1  D2   (B)  #227  SMB0_CLK         T PIN PT6018.1
$280      6.0217    8.4493   1  D2   (B)  #57   BAT              T PIN TB_TP149.1
$281      6.1427    8.2303   1  D2   (B)  #229  BAT1_IN_OC#      T PIN PT6016.1
$282      6.2877    8.2063   2  D2   (B)  #1225 SMB0_DAT_BAT_CON T PIN TB_TP58.1
$283      6.2327    8.1473   1  D2   (B)  #228  SMB0_DAT         T PIN PT6017.1
$284      6.2777    8.0953   3  D2   (B)  #1224 TS1#_BAT_CON     T PIN TB_TP64.1
$285      6.1197    7.7713   1  D2   (B)  #445  P_CHG_LG_30      T PIN TB_TP656.1
$286      5.7877    8.1683   1  D2   (B)  #362  P_19V_CHARGE_BOMB_SHAPE T PIN TB_TP796.1
$287      5.5867    8.1783   2  D2   (B)  #1027 KSO7             T PIN TB_TP586.1
$288      5.5637    8.1083   2  D2   (B)  #1025 KSI1             T PIN TB_TP358.1
$289      5.5597    7.9293   2  D2   (B)  #1029 KSI5             T PIN TB_TP615.1
$290      5.5637    7.8583   2  D2   (B)  #1023 KSI4             T PIN TB_TP601.1
$291      5.5597    7.5873   1  D2   (B)  #1035 KSO4             T PIN TB_TP422.1
$292      5.6397    7.3093   1  D2   (B)  #1041 KSO14            T PIN TB_TP342.1
$293      4.8447    7.2803   1  D2   (B)  #418  P_VCCIN_PHASE2_PH_10 T PIN TB_TP1089.1
$294      4.8257    7.3663   1  D2   (B)  #299  P_VCCIN_CSP2_10  T PIN TB_TP1129.1
$295      4.4827    7.2293   1  D2   (B)  #307  P_VCCIN_DL3_30   T PIN TB_TP1245.1
$296      4.6677    7.4473   1  D2   (B)  #1350 P_VCCIN_PWM2_10  T PIN TB_TP927.1
$297      4.7487    7.4873   2  D2   (B)  #1512 P_VCCIN_PWM2_EN_10 T PIN TB_TP908.1
$298      4.8197    7.4963   2  D2   (B)  #300  P_VCCIN_CSP3_10  T PIN TB_TP1147.1
$299      4.8597    7.7203   1  D2   (B)  #40   P_VCCIN_VCC_10   T PIN TB_TP891.1
$300      4.8607    7.8323   1  D2   (B)  #581  P_VCCIN_SVID_1V05_R_10 T PIN TB_TP951.1
$301      4.8637    7.9013   3  D2   (B)  #1484 VR_SVID_DATA     T PIN TB_TP152.1
$302      4.7957    7.9083   1  D2   (B)  #1486 VR_SVID_CLK      T PIN TB_TP128.1
$303      4.5427    7.9873   1  D2   (B)  #419  P_VCCIN_PHASE3_PH_10 T PIN TB_TP1032.1
$304      4.7027    8.3163   2  D2   (B)  #1698 FBA_D32          T PIN TB_TP1170.1
$305      4.7747    8.3343   2  D2   (B)  #1701 FBA_D35          T PIN TB_TP640.1
$306      4.7347    8.4383   2  D2   (B)  #1740 FBA_DQM4         T PIN TB_TP624.1
$307      4.7927    8.4593   3  D2   (B)  #1702 FBA_D36          T PIN TB_TP1178.1
$308      4.8427    8.4793   3  D2   (B)  #1703 FBA_D37          T PIN TB_TP730.1
$309      4.9227    8.3403   1  D2   (B)  #1748 FBA_DQS_RN4      T PIN TB_TP849.1
$310      5.1377    8.3463   1  D2   (B)  #1699 FBA_D33          T PIN TB_TP711.1
$311      5.2177    8.3673   2  D2   (B)  #1700 FBA_D34          T PIN TB_TP821.1
$312      4.7757    8.8123   1  D2   (B)  #1705 FBA_D39          T PIN TB_TP982.1
$313      4.7447    8.9023   1  D2   (B)  #1704 FBA_D38          T PIN TB_TP1251.1
$314      4.4787    8.9613   2  D2   (B)  #1660 FBA_CMD24        T PIN TB_TP1195.1
$315      4.4867    8.8223   1  D2   (B)  #192  N20998925        T PIN TB_TP43.1
$316      4.4347    8.9193   3  C2   (B)  #1654 FBA_CMD15        T PIN TB_TP790.1
$317      4.4037    8.8553   1  C2   (B)  #212  FBA_CLK1#        T PIN TB_TP1211.1
$318      4.3357    8.8553   3  C2   (B)  #1726 FBA_D58          T PIN TB_TP385.1
$319      4.2877    8.8723   3  C2   (B)  #191  FBA_DEBUG1       T PIN TB_TP843.1
$320      4.2137    8.9633   1  C2   (B)  #636  FB_PLLAVDD       T PIN TB_TP546.1
$321      4.2497    8.7013   1  C2   (B)  #634  +PEX_PLLVDD      T PIN TB_TP984.1
$322      4.4127    8.6973   3  C2   (B)  #1756 FBA_DQS_WP4      T PIN TB_TP807.1
$323      4.4707    8.6883   3  C2   (B)  #1732 FBA_D63          T PIN TB_TP1144.1
$324      4.4037    8.5273   1  C2   (B)  #1712 FBA_D45          T PIN TB_TP339.1
$325      4.3367    8.5263   3  C2   (B)  #1711 FBA_D44          T PIN TB_TP1148.1
$326      4.3047    8.5893   3  C2   (B)  #1708 FBA_D41          T PIN TB_TP699.1
$327      4.2547    8.6083   3  C2   (B)  #398  PEX_TSTCLK_OUT   T PIN TB_TP1180.1
$328      4.2377    8.5603   3  C2   (B)  #399  PEX_TSTCLK_OUTN  T PIN TB_TP1172.1
$329      4.4567    7.9573   1  C2   (B)  #298  P_VCCIN_CSREF_10 T PIN TB_TP923.1
$330      4.3427    7.9273   1  C2   (B)  #417  P_VCCIN_PHASE1_PH_10 T PIN TB_TP1068.1
$331      4.2727    7.8623   1  C2   (B)  #1358 N55912239        T PIN TB_TP1200.1
$332      4.1267    7.7933   1  C2   (B)  #430  P_VCCIN_DH1_R_30 T PIN TB_TP1238.1
$333      4.1267    7.4793   1  C2   (B)  #22   P_VCCIN_LX1_30   T PIN TB_TP1140.1
$334      4.0927    7.3233   1  C2   (B)  #432  P_VCCIN_DH3_R_30 T PIN TB_TP964.1
$335      4.0597    7.1613   1  C2   (B)  #18   P_VCCIN_LX3_30   T PIN TB_TP884.1
$336      3.9587    7.2463   1  C2   (B)  #1319 P_VCCIN_DH3_30   T PIN TB_TP1062.1
$337      3.7257    7.7423   1  C2   (B)  #377  +VCCIO_OUT       T PIN TB_TP248.1
$338      3.8437    7.9733   1  C2   (B)  #450  EDP_HPD#         T PIN TB_TP1010.1
$339      3.7627    7.9723   2  C2   (B)  #247  PCIENB_TXN7      T PIN TB_TP946.1
$340      3.7537    8.0633   1  C2   (B)  #296  PCIEG_TXP7       T PIN TB_TP239.1
$341      3.7587    8.1853   3  C2   (B)  #290  PCIEG_TXN6       T PIN TB_TP255.1
$342      3.7077    8.1883   3  C2   (B)  #282  PCIEG_TXN4       T PIN TB_TP274.1
$343      3.6487    8.1943   2  C2   (B)  #286  PCIEG_TXN5       T PIN TB_TP265.1
$344      3.6717    8.1013   1  C2   (B)  #292  PCIEG_TXP6       T PIN TB_TP250.1
$345      3.6707    8.0333   3  C2   (B)  #294  PCIEG_TXN7       T PIN TB_TP245.1
$346      3.5757    7.9043   1  C2   (B)  #283  PCIENB_RXP4      T PIN TB_TP181.1
$347      3.4757    7.8033   2  C2   (B)  #281  PCIENB_RXN4      T PIN TB_TP1387.1
$348      3.4017    7.7813   2  C2   (B)  #285  PCIENB_RXN5      T PIN TB_TP167.1
$349      3.4577    7.9053   1  C2   (B)  #279  PCIENB_RXP3      T PIN TB_TP159.1
$350      3.4587    8.0113   2  C2   (B)  #280  PCIEG_TXP3       T PIN TB_TP212.1
$351      3.5217    8.0143   3  C2   (B)  #287  PCIENB_RXP5      T PIN TB_TP165.1
$352      3.5727    8.1223   2  C2   (B)  #284  PCIEG_TXP4       T PIN TB_TP270.1
$353      3.5117    8.1203   3  C2   (B)  #288  PCIEG_TXP5       T PIN TB_TP260.1
$354      3.4007    8.1203   1  C2   (B)  #276  PCIEG_TXP2       T PIN TB_TP238.1
$355      3.4307    8.1873   3  C2   (B)  #274  PCIEG_TXN2       T PIN TB_TP184.1
$356      3.4657    8.2293   3  C2   (B)  #268  PCIEG_TXP0       T PIN TB_TP189.1
$357      3.5557    8.2263   1  C2   (B)  #278  PCIEG_TXN3       T PIN TB_TP153.1
$358      3.7247    8.4793   2  C2   (B)  #555  JTAG_TRST        T PIN TB_TP959.1
$359      3.7737    8.5293   2  C2   (B)  #1620 N17584094        T PIN T7503.1
$360      3.7327    8.6393   3  C2   (B)  #534  N17513177        T PIN TB_TP768.1
$361      3.6877    8.6673   3  C2   (B)  #548  DACA_VDD         T PIN TB_TP851.1
$362      3.6487    8.7153   2  C2   (B)  #552  N17573340        T PIN TB_TP667.1
$363      3.6057    8.6283   2  C2   (B)  #549  N17573634        T PIN TB_TP355.1
$364      3.5827    8.5573   2  C2   (B)  #551  N17573238        T PIN TB_TP662.1
$365      3.5477    8.4873   1  C2   (B)  #1618 N17584083        T PIN T7501.1
$366      3.5347    8.6373   2  C2   (B)  #553  N17573896        T PIN TB_TP242.1
$367      3.4477    8.6823   1  C2   (B)  #554  N17573822        T PIN TB_TP263.1
$368      3.5127    8.7003   3  C2   (B)  #550  N17573567        T PIN TB_TP376.1
$369      3.5747    8.7223   2  C2   (B)  #1405 N17581522        T PIN TB_TP252.1
$370      3.5477    8.8193   1  C2   (B)  #637  +PEX_VDD_PLLVDD  T PIN TB_TP258.1
$371      3.4527    8.9863   1  C2   (B)  #232  +NVDD            T PIN TB_TP1330.1
$372      3.0517    8.6783   1  C2   (B)  #635  N17581290        T PIN TB_TP264.1
$373      3.1767    8.3523   1  C2   (B)  #1524 VGA_ALERT#_L     T PIN TB_TP625.1
$374      3.3537    8.2233   1  C2   (B)  #270  PCIEG_TXN1       T PIN TB_TP249.1
$375      3.3007    8.1203   1  C2   (B)  #272  PCIEG_TXP1       T PIN TB_TP230.1
$376      3.3137    8.0133   1  C2   (B)  #266  PCIEG_TXN0       T PIN TB_TP163.1
$377      3.1257    7.9823   1  C2   (B)  #536  DGPU_RST#        T PIN TB_TP157.1
$378      3.1347    8.1633   1  C2   (B)  #557  N18342316        T PIN TB_TP125.1
$379      2.9037    8.3833   1  C2   (B)  #565  GPU_PEX_RST_HOLD# T PIN TB_TP254.1
$380      2.9237    8.5713   1  C2   (B)  #166  +PEX_VDD         T PIN TB_TP179.1
$381      2.8687    8.6533   1  C2   (B)  #217  +3V_AON          T PIN TB_TP220.1
$382      2.6567    8.8883   2  C2   (B)  #1055 NVDD_PWR_EN      T PIN TB_TP985.1
$383      2.5947    8.8543   2  C2   (B)  #220  GPU_PWRON_1_35V  T PIN TB_TP1357.1
$384      2.7427    8.6053   2  C2   (B)  #1407 N17583759        T PIN TB_TP1137.1
$385      2.6657    8.5753   1  C2   (B)  #611  +3V_AON_DISCHRG  T PIN TB_TP1421.1
$386      2.5637    8.4033   1  C2   (B)  #1409 GPU_DSG          T PIN TB_TP1289.1
$387      2.6777    8.3793   1  C2   (B)  #168  N59775588        T PIN TB_TP1377.1
$388      2.6177    8.2133   1  C2   (B)  #167  +PEX_VDD_DISCHRG T PIN TB_TP1389.1
$389      2.5947    8.0933   1  C2   (B)  #1399 GPU_DSG_1_5V     T PIN TB_TP1428.1
$390      2.8377    8.0683   1  C2   (B)  #563  3V3_MAIN_EN      T PIN TB_TP1292.1
$391      2.8957    8.1473   3  C2   (B)  #1402 N50271673        T PIN TB_TP671.1
$392      2.9647    8.1543   2  C2   (B)  #1523 VGA_THERM#_L     T PIN TB_TP716.1
$393      3.0067    8.0903   2  C2   (B)  #1522 VGA_SMB1_DAT     T PIN TB_TP700.1
$394      2.9387    7.7603   1  C2   (B)  #69   +3VSG            T PIN TB_TP806.1
$395      2.8697    7.6423   1  C2   (B)  #1444 CLK_PCH_DP_P     T PIN TB_TP253.1
$396      2.9777    7.5903   1  C2   (B)  #844  CLK_CPU_BCLK#    T PIN TB_TP955.1
$397      3.1797    7.1723   3  C2   (B)  #267  PCIENB_RXP0      T PIN TB_TP1090.1
$398      3.2307    7.1373   2  C2   (B)  #277  PCIENB_RXN3      T PIN TB_TP172.1
$399      3.1287    7.1353   3  C2   (B)  #293  PCIENB_RXN7      T PIN TB_TP554.1
$400      3.0867    7.1813   2  C2   (B)  #269  PCIENB_RXN1      T PIN TB_TP325.1
$401      2.9157    7.1803   2  C2   (B)  #1448 CLK_CPU_BCLK_L   T PIN TB_TP829.1
$402      2.8367    7.1693   1  C2   (B)  #1630 DMI_TXN3         T PIN TB_TP233.1
$403      2.7107    7.1713   2  C2   (B)  #1642 DMI_RXP3         T PIN TB_TP1192.1
$404      2.6757    7.1233   3  C2   (B)  #1167 M_B_DQ63         T PIN TB_TP234.1
$405      2.6287    7.1503   3  C2   (B)  #1162 M_B_DQ59         T PIN TB_TP1266.1
$406      2.5197    7.1353   4  C2   (B)  #706  M_A_DQ62         T PIN TB_TP970.1
$407      2.4927    7.1833   2  C2   (B)  #1160 M_B_DQ61         T PIN TB_TP183.1
$408      2.1227    7.1253   3  B2   (B)  #1148 M_B_DQ47         T PIN TB_TP783.1
$409      2.0937    7.1863   1  B2   (B)  #1145 M_B_DQ42         T PIN TB_TP770.1
$410      2.1567    7.3163   3  B2   (B)  #1150 M_B_DQ52         T PIN TB_TP142.1
$411      2.1277    7.3653   3  B2   (B)  #1156 M_B_DQ53         T PIN TB_TP871.1
$412      2.1507    7.4573   1  B2   (B)  #1155 M_B_DQ49         T PIN TB_TP1436.1
$413      2.0707    7.5423   3  B2   (B)  #1177 M_B_DQS#6        T PIN TB_TP1272.1
$414      2.1127    7.5763   3  B2   (B)  #1154 M_B_DQ51         T PIN TB_TP92.1
$415      2.1187    7.6553   1  B2   (B)  #1159 M_B_DQ57         T PIN TB_TP1153.1
$416      2.1637    7.5913   3  B2   (B)  #1153 M_B_DQ55         T PIN TB_TP1513.1
$417      2.2197    7.6053   3  B2   (B)  #1157 M_B_DQ50         T PIN TB_TP1354.1
$418      2.2737    7.6203   3  B2   (B)  #1158 M_B_DQ54         T PIN TB_TP1508.1
$419      2.2477    7.7053   1  B2   (B)  #1165 M_B_DQ60         T PIN TB_TP332.1
$420      2.1787    7.6913   3  B2   (B)  #1164 M_B_DQ56         T PIN TB_TP1002.1
$421      2.2127    7.7843   2  B2   (B)  #1166 M_B_DQ58         T PIN TB_TP798.1
$422      2.1527    7.7693   3  B2   (B)  #1161 M_B_DQ62         T PIN TB_TP146.1
$423      0.5827    7.9203   1  B2   (B)  #1284 P_DDR_1_35V_RESENS_10 T PIN TB_TP541.1
$424      0.7517    8.4713   1  B2   (B)  #817  +VCCAFDI_VRM     T PIN TB_TP898.1
$425      0.7957    8.6373   2  B2   (B)  #838  +V1_05S_VCCCLKF10 T PIN TB_TP389.1
$426      0.8587    8.6943   1  B2   (B)  #1426 N79608501        T PIN TB_TP847.1
$427      0.7447    8.6983   1  B2   (B)  #816  N74762721        T PIN TB_TP336.1
$428      0.7437    8.8283   2  B2   (B)  #832  +V1_05S_VCC_SSCFF T PIN TB_TP318.1
$429      0.7997    8.9083   1  B2   (B)  #859  +VCCA_DAC_1_2    T PIN TB_TP980.1
$430      0.6927    8.9233   2  B2   (B)  #830  N73341592        T PIN TB_TP304.1
$431      0.6327    8.9623   2  B2   (B)  #124  N79109751        T PIN TB_TP1047.1
$432      0.6207    8.8403   1  B2   (B)  #821  +V3_3SUS_VCCPSUS T PIN TB_TP1071.1
$433      0.6837    8.7763   1  B2   (B)  #825  N72095216        T PIN TB_TP1011.1
$434      0.6647    8.6673   1  B2   (B)  #839  +V1_05S_VCCSSCF10 T PIN TB_TP403.1
$435      0.5877    8.7013   2  B2   (B)  #822  VCCVRM2_3_USB3   T PIN TB_TP989.1
$436      0.4677    8.7183   1  B2   (B)  #823  VCCVRM4_PCIE_DMI T PIN TB_TP1004.1
$437      0.4887    8.8693   1  B2   (B)  #1472 PCIE_IREF        T PIN TB_TP46.1
$438      0.3997    8.8483   1  A2   (B)  #1425 PCIE_RCOMP       T PIN TB_TP948.1
$439      0.3967    8.9323   3  A2   (B)  #454  CLK_DMI_PCH      T PIN TB_TP1440.1
$440      0.3447    8.9483   3  A2   (B)  #453  CLK_DMI#_PCH     T PIN TB_TP1278.1
$441      0.2597    8.9543   1  A2   (B)  #904  N73923103        T PIN TB_TP314.1
$442      0.2807    8.8293   1  A2   (B)  #1627 DMI_TXN0         T PIN TB_TP1530.1
$443      0.3577    8.7233   1  A2   (B)  #1628 DMI_TXN1         T PIN TB_TP400.1
$444      0.2667    8.7203   3  A2   (B)  #1634 DMI_TXP3         T PIN TB_TP147.1
$445      0.2257    8.6753   2  A2   (B)  #1629 DMI_TXN2         T PIN TB_TP87.1
$446      0.0277    8.6403   1  A2   (B)  #874  SATA_RXN4        T PIN TB_TP1528.1
$447      0.1997    8.7873   1  A2   (B)  #1474 DMI_IREF         T PIN TB_TP409.1
$448      0.1597    8.9113   1  A2   (B)  #880  SATA_TXP4        T PIN TB_TP1522.1
$449      0.0977    8.9623   2  A2   (B)  #1587 PCH_TP12         T PIN T2203.1
$450      0.0527    8.9093   3  A2   (B)  #1416 N64976818        T PIN TB_TP1415.1
$451     -0.0043    8.8873   2  A2   (B)  #509  WLAN_LED         T PIN TB_TP1420.1
$452     -0.0553    8.9273   3  A2   (B)  #1604 PECI             T PIN T2503.1
$453     -0.0903    8.8673   1  A2   (B)  #889  +VCCIO2PCH_R     T PIN TB_TP382.1
$454     -0.2123    8.8923   1  A2   (B)  #1347 S_GPIO           T PIN TB_TP1434.1
$455     -0.3093    8.9173   1  A2   (B)  #1471 SATA_IREF        T PIN TB_TP1514.1
$456     -0.3523    8.8023   1  A2   (B)  #127  SPI_CLK          T PIN TB_TP1177.1
$457     -0.4153    8.8743   2  A2   (B)  #475  PM_SYSPWROK      T PIN TB_TP373.1
$458     -0.4623    8.9413   2  A2   (B)  #495  STP_PCI#         T PIN TB_TP1447.1
$459     -0.5263    8.9683   3  A2   (B)  #1384 SPI_CS#0         T PIN TB_TP1093.1
$460     -0.5213    8.9023   2  A2   (B)  #129  SPI_SI           T PIN TB_TP1159.1
$461     -0.4573    8.8083   1  A2   (B)  #126  SPI_CLK_PCH      T PIN TB_TP124.1
$462     -0.6003    8.4043   1  A2   (B)  #128  SPI_SI_PCH       T PIN TB_TP130.1
$463     -0.5403    8.2333   1  A2   (B)  #105  M_VREFCA         T PIN TB_TP618.1
$464     -0.3523    8.1973   1  A2   (B)  #92   M_A_ODT0         T PIN TB_TP59.1
$465     -0.1753    8.2003   2  A2   (B)  #102  N27998550        T PIN TB_TP1126.1
$466     -0.1013    8.2073   2  A2   (B)  #103  M_A_VREFDQ       T PIN TB_TP635.1
$467     -0.2823    7.5273   1  A2   (B)  #100  N27998431        T PIN TB_TP1135.1
$468     -0.3093    6.9153   1  A3   (B)  #98   N27966796        T PIN TB_TP626.1
$469     -0.0303    6.7193   1  A3   (B)  #734  M_A_DQ19         T PIN TB_TP775.1
$470     -0.0243    6.1283   1  A3   (B)  #744  M_A_DQ7          T PIN TB_TP680.1
$471      0.0867    6.0663   1  A3   (B)  #746  M_A_DQ3          T PIN TB_TP136.1
$472      0.0547    5.9953   2  A3   (B)  #745  M_A_DQ4          T PIN TB_TP657.1
$473     -0.1683    5.7303   2  A3   (B)  #90   M_A_CLK_DDR0     T PIN TB_TP1046.1
$474     -0.7713    5.5093   1  A3   (B)  #1404 DGPU_LIMIT       T PIN TB_TP854.1
$475     -0.8223    5.3323   1  A3   (B)  #143  H_THRMTRIP#      T PIN TB_TP995.1
$476     -0.6163    5.3183   1  A3   (B)  #1509 P_22966_VBIAS    T PIN TB_TP1305.1
$477     -0.1953    5.3573   1  A3   (B)  #341  1_35V_ON         T PIN TB_TP924.1
$478     -0.1013    5.7053   2  A3   (B)  #700  M_A_BS1          T PIN TB_TP914.1
$479     -0.0553    5.6103   1  A3   (B)  #717  DRAMRST#         T PIN TB_TP1366.1
$480      0.2837    5.4133   1  A3   (B)  #684  M_A_A0           T PIN TB_TP108.1
$481      0.5797    5.4433   1  B3   (B)  #562  GC6_FB_EN        T PIN TB_TP848.1
$482      0.6837    5.2463   1  B3   (B)  #1371 DRAMRST_PCH      T PIN TB_TP1314.1
$483      0.9397    5.4763   1  B3   (B)  #106  M_B_VREFCA       T PIN TB_TP591.1
$484      1.0197    5.4203   2  B3   (B)  #1141 M_B_DQ5          T PIN TB_TP1468.1
$485      1.0807    5.4193   3  B3   (B)  #1152 M_B_DQ1          T PIN TB_TP362.1
$486      1.0737    5.4863   3  B3   (B)  #1179 M_B_DQS0         T PIN TB_TP628.1
$487      1.0227    5.4863   3  B3   (B)  #1171 M_B_DQS#0        T PIN TB_TP162.1
$488      1.0427    5.5343   3  B3   (B)  #1163 M_B_DQ2          T PIN TB_TP569.1
$489      1.0937    5.5343   3  B3   (B)  #1168 M_B_DQ3          T PIN TB_TP1142.1
$490      1.0807    5.6293   3  B3   (B)  #1112 M_B_DQ14         T PIN TB_TP1498.1
$491      1.0217    5.6293   2  B3   (B)  #1111 M_B_DQ15         T PIN TB_TP815.1
$492      1.0287    5.7643   2  B3   (B)  #1113 M_B_DQ13         T PIN TB_TP664.1
$493      1.0887    5.7643   3  B3   (B)  #1114 M_B_DQ11         T PIN TB_TP897.1
$494      2.0627    5.5073   1  B3   (B)  #1172 M_B_DQS#1        T PIN TB_TP351.1
$495      2.0627    5.5903   3  B3   (B)  #1110 M_B_DQ10         T PIN TB_TP188.1
$496      2.0607    5.6573   3  B3   (B)  #1115 M_B_DQ21         T PIN TB_TP340.1
$497      2.1007    5.6253   3  B3   (B)  #1120 M_B_DQ16         T PIN TB_TP177.1
$498      2.1497    5.6603   3  B3   (B)  #1121 M_B_DQ20         T PIN TB_TP156.1
$499      2.0997    5.6893   3  B3   (B)  #1116 M_B_DQ17         T PIN TB_TP583.1
$500      2.1427    5.7173   3  B3   (B)  #1173 M_B_DQS#2        T PIN TB_TP1418.1
$501      2.1657    5.7623   3  B3   (B)  #1181 M_B_DQS2         T PIN TB_TP69.1
$502      2.1037    5.7683   3  B3   (B)  #1118 M_B_DQ23         T PIN TB_TP378.1
$503      2.0617    5.7383   3  B3   (B)  #1123 M_B_DQ18         T PIN TB_TP607.1
$504      2.0667    5.8043   3  B3   (B)  #1117 M_B_DQ22         T PIN TB_TP1256.1
$505      2.0607    5.8613   3  B3   (B)  #1129 M_B_DQ28         T PIN TB_TP561.1
$506      2.1097    5.8463   3  B3   (B)  #1128 M_B_DQ25         T PIN TB_TP1056.1
$507      2.1657    5.8933   2  B3   (B)  #1122 M_B_DQ19         T PIN TB_TP345.1
$508      2.1657    5.9653   3  B3   (B)  #1124 M_B_DQ29         T PIN TB_TP1527.1
$509      2.1197    5.9433   3  B3   (B)  #1182 M_B_DQS3         T PIN TB_TP394.1
$510      2.1007    5.8963   3  B3   (B)  #1125 M_B_DQ24         T PIN TB_TP787.1
$511      2.0607    5.9273   3  B3   (B)  #1174 M_B_DQS#3        T PIN TB_TP878.1
$512      2.0707    5.9773   3  B3   (B)  #1127 M_B_DQ31         T PIN TB_TP132.1
$513      2.0677    6.0413   3  B3   (B)  #1106 M_B_CKE1         T PIN TB_TP1413.1
$514      2.1167    5.9983   3  B3   (B)  #1132 M_B_DQ30         T PIN TB_TP173.1
$515      2.1607    6.0233   3  B3   (B)  #1131 M_B_DQ26         T PIN TB_TP421.1
$516      2.1517    6.0733   3  B3   (B)  #1126 M_B_DQ27         T PIN TB_TP1230.1
$517      2.0937    6.0853   3  B3   (B)  #1087 M_B_A14          T PIN TB_TP1224.1
$518      2.0607    6.1393   3  B3   (B)  #1084 M_B_A11          T PIN TB_TP1123.1
$519      2.1017    6.1703   4  B3   (B)  #1085 M_B_A12          T PIN TB_TP278.1
$520      2.1267    6.1263   3  B3   (B)  #1099 M_B_BS2          T PIN TB_TP307.1
$521      2.1657    6.1593   3  B3   (B)  #1088 M_B_A15          T PIN TB_TP996.1
$522      2.1427    6.2053   3  B3   (B)  #1096 M_B_A9           T PIN TB_TP1361.1
$523      2.1077    6.2423   4  B3   (B)  #1092 M_B_A5           T PIN TB_TP430.1
$524      2.0677    6.2083   2  B3   (B)  #1094 M_B_A7           T PIN TB_TP55.1
$525      2.0607    6.2793   3  B3   (B)  #1091 M_B_A4           T PIN TB_TP293.1
$526      2.1057    6.3073   4  B3   (B)  #1093 M_B_A6           T PIN TB_TP1069.1
$527      2.0677    6.3423   2  B3   (B)  #1082 M_B_A1           T PIN TB_TP88.1
$528      2.0617    6.4013   3  B3   (B)  #1089 M_B_A2           T PIN TB_TP1082.1
$529      2.0607    6.4693   3  B3   (B)  #1102 M_B_CLK_DDR#1    T PIN TB_TP536.1
$530      2.0727    6.5183   3  B3   (B)  #1190 M_B_RAS#         T PIN TB_TP140.1
$531      2.1047    6.5583   3  B3   (B)  #1097 M_B_BS0          T PIN TB_TP115.1
$532      2.0607    6.5853   3  B3   (B)  #1098 M_B_BS1          T PIN TB_TP1091.1
$533      2.0607    6.6483   3  B3   (B)  #1086 M_B_A13          T PIN TB_TP1158.1
$534      2.1167    6.6323   3  B3   (B)  #1191 M_B_CS#0         T PIN TB_TP838.1
$535      2.1007    6.6803   3  B3   (B)  #1192 M_B_CS#1         T PIN TB_TP1475.1
$536      2.0657    6.7233   3  B3   (B)  #1134 M_B_DQ37         T PIN TB_TP978.1
$537      2.0717    6.7863   3  B3   (B)  #1175 M_B_DQS#4        T PIN TB_TP793.1
$538      2.0617    6.8453   3  B3   (B)  #1135 M_B_DQ34         T PIN TB_TP1017.1
$539      2.1167    6.8353   3  B3   (B)  #1139 M_B_DQ35         T PIN TB_TP1491.1
$540      2.1597    6.8613   3  B3   (B)  #1143 M_B_DQ44         T PIN TB_TP127.1
$541      2.1637    6.9203   3  B3   (B)  #1184 M_B_DQS5         T PIN TB_TP824.1
$542      2.1137    6.9283   3  B3   (B)  #1147 M_B_DQ41         T PIN TB_TP765.1
$543      2.1387    6.9723   3  B3   (B)  #1176 M_B_DQS#5        T PIN TB_TP1392.1
$544      2.0727    6.9893   1  B3   (B)  #1146 M_B_DQ45         T PIN TB_TP1406.1
$545      2.1077    7.0713   3  B3   (B)  #1144 M_B_DQ46         T PIN TB_TP1425.1
$546      2.4547    6.8153   3  B3   (B)  #1140 M_B_DQ39         T PIN TB_TP223.1
$547      2.1657    6.7853   3  B3   (B)  #1136 M_B_DQ38         T PIN TB_TP961.1
$548      2.1187    6.7663   3  B3   (B)  #1183 M_B_DQS4         T PIN TB_TP1106.1
$549      2.1627    6.6703   3  B3   (B)  #1189 M_B_ODT1         T PIN TB_TP1246.1
$550      2.1657    6.6173   3  B3   (B)  #1188 M_B_ODT0         T PIN TB_TP298.1
$551      2.1447    6.5263   3  B3   (B)  #1195 M_B_WE#          T PIN TB_TP1130.1
$552      2.1117    6.4863   3  B3   (B)  #1083 M_B_A10          T PIN TB_TP119.1
$553      2.1637    6.4513   3  B3   (B)  #1104 M_B_CLK_DDR1     T PIN TB_TP619.1
$554      2.1107    6.4353   3  B3   (B)  #1103 M_B_CLK_DDR0     T PIN TB_TP98.1
$555      2.1177    6.3853   3  B3   (B)  #1081 M_B_A0           T PIN TB_TP1295.1
$556      2.1657    6.4003   3  B3   (B)  #1101 M_B_CLK_DDR#0    T PIN TB_TP285.1
$557      2.1617    6.3363   3  B3   (B)  #1090 M_B_A3           T PIN TB_TP863.1
$558      2.1657    6.2813   3  B3   (B)  #1095 M_B_A8           T PIN TB_TP1345.1
$559      2.4597    5.9553   1  B3   (B)  #1180 M_B_DQS1         T PIN TB_TP101.1
$560      2.4707    6.0703   1  C3   (B)  #1109 M_B_DQ12         T PIN TB_TP425.1
$561      2.4657    6.1853   1  C3   (B)  #1105 M_B_CKE0         T PIN TB_TP542.1
