 K52JR-R20        eM-Test Expert (R)     licence #1 AAAAAAAA TECHNOLOGY INC, 

 Test Fixture Nails    1702/1536 Selected Drills           3-Nov-2009 18:16
                       1702 Nails, 1809 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$155      -2.7450   -2.2971  1  F1   (B)  #286  USB_PN2            V VIA .
$156      -3.0190   -2.1831  1  E1   (B)  #145  CLK_27FIX          V VIA .
$157      -3.0950   -2.2091  2  E1   (B)  #1807 CLK_DOT96          V VIA .
$158      -3.3850   -2.2881  2  F1   (B)  #1493 FSLC               V VIA .
$159      -3.3600   -2.3531  2  F1   (B)  #1110 X1_CLK             V VIA .
$160      -3.3380   -2.4401  1  F1   (B)  #1111 X2CLK              V VIA .
$161      -3.2200   -2.3981  1  F1   (B)  #1441 X2_CLK             V VIA .
$162      -3.2150   -2.4981  1  F1   (B)  #1037 +VDD_3.3           V VIA .
$163      -2.9260   -2.4441  1  F1   (B)  #1554 STP_CPU#           V VIA .
$164      -2.9800   -2.5791  1  F1   (B)  #1330 CLK_PWRGD          V VIA .
$165      -2.9750   -2.6681  1  F1   (B)  #290  PCIE_WAKE#         V VIA .
$166      -2.9200   -2.7781  1  F1   (B)  #1242 CLKREQ2_WLAN#      V VIA .
$167      -2.3700   -2.7081  1  F2   (B)  #103  SMB1_DAT           V VIA .
$168      -2.5750   -2.4481  2  F2   (B)  #1288 SCL_3A             V VIA .
$169      -2.5210   -2.3231  2  F2   (B)  #1216 +3VA_RTC           V VIA .
$170      -2.4930   -2.2031  2  E2   (B)  #284  PCIE_TXP6_C        V VIA .
$171      -2.5000   -2.1031  1  E2   (B)  #1219 PM_RSMRST#_PCH     V VIA .
$172      -2.5400   -1.9131  2  E2   (B)  #19   PM_PWROK           V VIA .
$173      -2.5400   -1.8411  2  E2   (B)  #1621 N37585821          V PIN T2591.1
$174      -2.5290   -1.7571  2  E2   (B)  #1758 DOCKING_DET#       V PIN T2590.1
$175      -2.4550   -1.9581  1  E2   (B)  #1581 PCI_INTG#          V VIA .
$176      -2.3350   -1.9631  1  E2   (B)  #1115 +5VS_PCH_VCC5REF   V VIA .
$177      -2.2450   -1.9581  1  E2   (B)  #1592 PCI_IRDY#          V VIA .
$178      -2.4750   -2.2721  2  F2   (B)  #287  PCIE_RXP6_GLAN     V VIA .
$179      -2.4680   -2.4781  2  F2   (B)  #1290 SDA_3A             V VIA .
$180      -2.4000   -2.4481  2  F2   (B)  #280  +RTCBAT            V VIA .
$181      -2.2700   -2.4431  1  F2   (B)  #1217 +RTC_BAT           V VIA .
$182      -2.2070   -2.6711  1  F2   (B)  #288  USB_PP2            V VIA .
$183      -2.1150   -2.6031  1  F2   (B)  #1321 SMB1_CLK_S         V VIA .
$184      -1.8500   -2.7431  1  F2   (B)  #78   BUF_PLT_RST#       V VIA .
$185      -1.7300   -2.7781  1  F2   (B)  #1224 XDP_DBRESET#       V VIA .
$186      -1.6600   -2.5931  1  F2   (B)  #1337 H_THRMTRIP#        V VIA .
$187      -1.7900   -2.6481  1  F2   (B)  #100  SMB1_CLK           V VIA .
$188      -1.9650   -2.5831  1  F2   (B)  #793  SMB_CLK_S          V VIA .
$189      -1.9370   -2.4231  1  F2   (B)  #1571 USB_PP8            V VIA .
$190      -2.0307   -2.4173  1  F2   (B)  #1270 USB_PN12           V VIA .
$191      -2.1250   -2.4106  1  F2   (B)  #979  DGPU_PWROK         V VIA .
$192      -2.0610   -2.2911  2  F2   (B)  #792  N17029838          V VIA .
$193      -2.1700   -2.1881  1  E2   (B)  #980  N37480693          V VIA .
$194      -2.0550   -2.2231  2  E2   (B)  #791  N17029840          V VIA .
$195      -1.8950   -2.2081  3  E2   (B)  #758  M_A_DQ62           V VIA .
$196      -1.7900   -2.2021  3  E2   (B)  #764  M_A_DQ63           V VIA .
$197      -1.7580   -2.1581  3  E2   (B)  #763  M_A_DQ58           V VIA .
$198      -1.8300   -2.0981  3  E2   (B)  #783  M_A_DQS7           V VIA .
$199      -1.7450   -2.0531  2  E2   (B)  #762  M_A_DQ57           V VIA .
$200      -1.7790   -1.9831  2  E2   (B)  #754  M_A_DQ54           V VIA .
$201      -1.8750   -2.0681  3  E2   (B)  #775  M_A_DQS#7          V VIA .
$202      -1.9250   -2.1531  3  E2   (B)  #759  M_A_DQ59           V VIA .
$203      -1.9300   -2.0551  3  E2   (B)  #703  M_A_DM7            V VIA .
$204      -1.9164   -2.0064  3  E2   (B)  #757  M_A_DQ60           V VIA .
$205      -1.8750   -1.9481  3  E2   (B)  #750  M_A_DQ55           V VIA .
$206      -1.9264   -1.9464  3  E2   (B)  #751  M_A_DQ50           V VIA .
$207      -1.9200   -1.8831  2  E2   (B)  #782  M_A_DQS6           V VIA .
$208      -1.8300   -1.9131  3  E2   (B)  #702  M_A_DM6            V VIA .
$209      -1.7850   -1.8381  3  E2   (B)  #753  M_A_DQ48           V VIA .
$210      -1.8414   -1.8314  3  E2   (B)  #752  M_A_DQ52           V VIA .
$211      -1.8250   -1.7731  3  E2   (B)  #745  M_A_DQ42           V VIA .
$212      -1.8850   -1.7731  3  E2   (B)  #742  M_A_DQ46           V VIA .
$213      -1.9050   -1.7131  3  E2   (B)  #741  M_A_DQ45           V VIA .
$214      -1.8500   -1.7131  3  E2   (B)  #773  M_A_DQS#5          V VIA .
$215      -1.8720   -1.5381  3  E2   (B)  #732  M_A_DQ35           V VIA .
$216      -1.8214   -1.5424  3  E2   (B)  #736  M_A_DQ38           V VIA .
$217      -1.7850   -1.5981  3  E2   (B)  #984  M_VREF0            V VIA .
$218      -1.7614   -1.5424  3  E2   (B)  #737  M_A_DQ39           V VIA .
$219      -1.7700   -1.4041  1  E2   (B)  #735  M_A_DQ33           V VIA .
$220      -1.8964   -1.4014  1  E2   (B)  #731  M_A_DQ32           V VIA .
$221      -2.0820   -1.4031  2  E2   (B)  #1698 N37846078          V PIN T2414.1
$222      -2.1450   -1.5581  1  E2   (B)  #1521 CLK_DEBUG_R        V VIA .
$223      -2.1500   -1.4101  2  E2   (B)  #1519 CLK_PCI_FB_R       V VIA .
$224      -2.1700   -1.3281  1  E2   (B)  #932  CRT_B_PCH_JP       V VIA .
$225      -2.1650   -1.2131  1  E2   (B)  #1027 +VCCA_DAC          V VIA .
$226      -1.8900   -1.2571  3  E2   (B)  #675  M_A_A13            V VIA .
$227      -1.8050   -1.2531  3  E2   (B)  #789  M_CS#0             V VIA .
$228      -1.7314   -1.2534  1  E2   (B)  #785  M_ODT0             V VIA .
$229      -1.7914   -1.1594  3  E2   (B)  #787  M_A_RAS#           V VIA .
$230      -1.8510   -1.2231  3  E2   (B)  #689  M_A_CAS#           V VIA .
$231      -1.8434   -1.1614  3  E2   (B)  #686  M_A_BS0            V VIA .
