 n6_x550jx        Tebo-ICT,  license #xxxx ,                 User

 Parts List              2502/2502  Selected Parts             26-January-2015 11:22
                                                           INCH units

Part             X         Y     Rot  Grid  T/B  'Device', 'Outline'
C7316         4.1937    9.9403  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7317         4.5477   10.5549  270.0  D1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7318         4.7577   10.3348  180.0  D1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7319         3.2177   10.3448    0.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7320         3.3617   10.5643  270.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7321         3.2177   10.4849    0.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7322         4.1567    9.9403  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7323         3.3617   10.5654   90.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7324         4.4577   10.5549   90.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7325         4.2307    9.9403  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7327         4.6687   10.5553   90.0  D1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7328         4.4977   10.5549  270.0  D1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7329         4.6677   10.5549  270.0  D1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7330         3.2177   10.4849    0.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7331         3.4173   10.5643  270.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7332         3.2177   10.3448    0.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7333         3.2177   10.4049    0.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7334         3.4173   10.5654   90.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7335         3.4677   10.5649   90.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7336         3.4677   10.5649  270.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7337         4.2547   10.5569  270.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7338         4.2547   10.5569   90.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7405         3.3207    8.2529   90.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7604         3.1667    9.3463   90.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7605         3.1827    9.2639   90.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7606         3.1327    8.7039   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7607         3.5847    8.8373   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7608         3.1277    8.5989  270.0  C2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7609         3.0627    8.5889   90.0  C2   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
C7612         3.0927    8.7039   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7684         3.4897    8.8293  270.0  C2   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
C7701         3.4487    9.0583    0.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7702         4.1077    9.0263  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7705         3.9357    9.0023  180.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7709         2.8327   10.3023    0.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7710         2.9527   10.3723  180.0  C1   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
C7711         2.9527   10.4423  180.0  C1   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
C7712         2.9527   10.3723  180.0  C1   (T)  'NBS_C0805_H57_000S_B', 'NBS_C0805_H57_000S_B'
C7719         3.0927    7.9589   90.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7720         3.9417    9.1493  180.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7721         2.9677    7.7989  180.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7725         3.7167    9.1713   90.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7726         3.5777    9.0423   90.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7734         4.0117    8.8953  270.0  C2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7736         3.9397    9.1903  180.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7738         3.8187    8.8953  270.0  C2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7739         3.8947    8.8783  270.0  C2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7740         3.9437    8.8873  270.0  C2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7754         3.8807    9.0173  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7755         4.1027    9.1113  270.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7757         4.0397    9.0163  180.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7759         3.7207    8.9393  270.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7766         4.0687    9.2473  180.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7767         4.0547    9.1033  270.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7768         2.7277    8.1839  270.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7769         2.9127    8.2289  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7770         3.6437    9.1713  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7773         3.6807    9.1713  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7774         3.6197    9.2463    0.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7775         2.8427   10.2373  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7776         2.8027   10.2373  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7777         2.7227   10.2373  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7778         2.8427   10.2373   90.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7779         3.5787    9.1653  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7780         3.1477    8.3789  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7781         3.8507    9.2763  270.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7782         4.1437    8.9183   90.0  C2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7783         3.7337    9.0193  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7784         3.6437    9.0733   90.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7785         3.7597    9.2343   90.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7786         3.6917    9.0733   90.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7787         3.7777    9.0363   90.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7788         3.8277    9.1163  270.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7789         3.9387    9.0793   90.0  C1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7790         3.6437    8.9593  270.0  C2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7791         3.7077    8.8489   90.0  C2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C7820         3.1877    7.8573  180.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C7886         2.8877    8.6339  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7887         2.7627   10.2373   90.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7889         2.8027   10.2373   90.0  C1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C7890         2.7627   10.2373  270.0  C1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CE0606        1.8697    7.8003  180.0  B2   (T)  'NBS_C7343D_H79_000S', 'NBS_C7343D_H79_000S'
CE0607        1.8697    7.6053  180.0  B2   (T)  'NBS_C7343D_H79_000S', 'NBS_C7343D_H79_000S'
CE1401       -0.4823    5.6283   90.0  A3   (T)  'NBS_C1206_H75_000S_B', 'NBS_C1206_H75_000S_B'
CE1703        1.7837    7.4563    0.0  B2   (T)  'NBS_C1206_H75_000S_B', 'NBS_C1206_H75_000S_B'
CE7701        2.6727   10.0923  180.0  C1   (T)  'NBS_C7343D_H83_000S', 'NBS_C7343D_H83_000S'
CN3101        5.6077    7.7873   90.0  D2   (B)  'NBS_C_ARRAY_8P_H28_000', 'NBS_C_ARRAY_8P_H28_000'
CN3102        5.6277    8.0523   90.0  D2   (B)  'NBS_C_ARRAY_8P_H28_000', 'NBS_C_ARRAY_8P_H28_000'
CN3103        5.6277    7.9173   90.0  D2   (B)  'NBS_C_ARRAY_8P_H28_000', 'NBS_C_ARRAY_8P_H28_000'
CN3104        5.6077    7.5273   90.0  D2   (B)  'NBS_C_ARRAY_8P_H28_000', 'NBS_C_ARRAY_8P_H28_000'
CN3105        5.6077    7.6573   90.0  D2   (B)  'NBS_C_ARRAY_8P_H28_000', 'NBS_C_ARRAY_8P_H28_000'
CN3106        5.6077    7.3973   90.0  D2   (B)  'NBS_C_ARRAY_8P_H28_000', 'NBS_C_ARRAY_8P_H28_000'
CX0301        3.4127    8.1739  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0302        3.4277    8.0689  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0303        3.5227    8.1739  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0304        3.5777    8.0689  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0305        3.5927    8.1739  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0306        3.6877    8.0689  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0307        3.7427    8.1739  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0308        3.7577    8.0689  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0317        3.3727    8.1739  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0318        3.4677    8.0689  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0319        3.4827    8.1739  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0320        3.5377    8.0689  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0321        3.6327    8.1739  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0322        3.6477    8.0689  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0323        3.7027    8.1739  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX0324        3.7977    8.0689  270.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX3301        0.2677    3.4923    0.0  A4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX3302        0.2677    3.5323    0.0  A4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX5101        2.0052   10.5963  270.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX5102        2.0452   10.5963  270.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX5103        2.1567   10.5943  270.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX5104        2.1967   10.5943  270.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX5105       -0.3523   10.4823   90.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX5106       -0.3123   10.4823   90.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX5107       -0.3923   10.4823   90.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX5108       -0.4323   10.4823   90.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
CX7001        3.3177    7.9589   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7002        3.3577    7.9589   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7003        3.2647    8.0689   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7004        3.3047    8.0689   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7005        3.3727    8.0689   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7006        3.4127    8.0689   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7007        3.4277    7.9589   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7008        3.4677    7.9589   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7009        3.5377    7.9589   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7010        3.5777    7.9589   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7011        3.4827    8.0689   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7012        3.5227    8.0689   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7013        3.5927    8.0689   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7014        3.6327    8.0689   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7015        3.6477    7.9589   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
CX7016        3.6877    7.9589   90.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC6000        4.5677    6.5623  225.0  D3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC6001        5.2377    6.5873  315.0  D3   (T)  'NBS_C0805_H57_000S_B', 'NBS_C0805_H57_000S_B'
PC6002        5.3277    6.6573  135.0  D3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC6003        5.2927    6.6223  135.0  D3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC6004        6.1327    8.4323   90.0  D2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC6005        6.1827    8.4323    0.0  D2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC6006        6.2427    8.1823  180.0  D2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC6007        6.1377    8.1673  270.0  D2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC6008        5.0727    6.8623  270.0  D3   (T)  'NBS_C0805_H55_000S_B', 'NBS_C0805_H55_000S_B'
PC8000        4.8327    7.4023  180.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8001        4.8327    7.4023  180.0  D2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC8002        4.8327    7.4423  180.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8003        4.8577    7.3023   90.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8004        4.9777    7.3823  270.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8005        5.0177    7.3823  270.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8006        5.1277    7.4823  180.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8007        4.0377    6.8223  180.0  C3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8008        4.2627    6.4323   90.0  C3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8009        4.9877    7.5523  270.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8010        5.0427    7.6123  180.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8011        4.9977    7.6933  180.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8012        4.9977    7.7723    0.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8013        5.0877    7.7523  180.0  D2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8014        2.6757    6.6043    0.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8015        2.6997    5.9923   90.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8016        2.9397    6.6963   90.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8017        3.0077    6.6963   90.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8018        3.1077    6.6043  180.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8019        3.1407    6.9013  270.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8020        3.1077    6.6723  180.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8021        3.1077    6.7403  180.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8022        3.1677    6.1253  180.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8023        3.1677    6.1933  180.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8024        3.0317    6.1243    0.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8025        4.5802    7.6198    0.0  D2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8026        2.6657    6.2603    0.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8027        2.6657    6.1923    0.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8028        2.6657    6.1243    0.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8029        2.6277    5.9923   90.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8030        4.3817    7.0563  180.0  C3   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
PC8031        2.8157    6.9023  270.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8032        2.7637    6.1443  270.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8033        2.6757    6.6704    0.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8034        2.6757    6.7404    0.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8035        5.0257    8.0138  270.0  D2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8036        3.1677    6.2594  180.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8037        2.9917    6.9023  270.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8038        2.6327    6.8764   90.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8039        4.3877    7.4993  180.0  C2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC8040        4.4177    7.2623   90.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8041        4.3847    7.5463  180.0  C2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
PC8042        4.0717    6.7643   90.0  C3   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC8043        3.7977    6.8223  180.0  C3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8044        4.3907    7.0143  180.0  C3   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC8045        4.4577    7.5048   90.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8046        4.0477    6.3823  270.0  C3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8048        4.6427    7.8573    0.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8049        2.7677    5.9923   90.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8050        2.7957    6.6963   90.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8051        2.8677    6.6963   90.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8052        3.0637    6.9013  270.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8053        3.0317    6.2603    0.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8054        3.0317    6.1923    0.0  C3   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
PC8055        5.1277    7.4423  180.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8056        5.0877    7.8223  180.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8057        4.9977    7.8163  180.0  D2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8084        4.3427    6.8273  180.0  C3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8085        4.5952    7.6948  270.0  D2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8086        4.4177    7.0373   90.0  C3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8087        4.6077    7.4948   90.0  D2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8088        4.2377    6.5723  270.0  C3   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8089        4.2327    7.8398  180.0  C2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8090        4.4577    7.7423   90.0  C2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8093        4.0197    6.7583   90.0  C3   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
PC8102        0.0677    4.8273    0.0  A4   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
PC8103        0.1427    4.6323  180.0  A4   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
PC8104       -0.1773    4.6273  180.0  A4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC8105       -0.1973    4.5323  270.0  A4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC8106       -0.0373    4.5673    0.0  A4   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
PC8108        0.0777    4.4773   90.0  A4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC8109       -0.0448    4.8598  180.0  A4   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
PC8111       -0.3473    4.7123    0.0  A4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC8112       -0.3473    4.7523    0.0  A4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
PC8113       -0.0623    4.4923   90.0  A4   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
PC8114       -0.0123    4.4923   90.0  A4   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
PC8115        0.8377    4.8673  270.0  B4   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8116        1.3427    4.6723    0.0  B4   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8117        1.0777    4.3473   90.0  B4   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8119        0.1027    5.0973  270.0  A4   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8122        0.0527    5.1073  270.0  A4   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8127        1.1227    4.3423   90.0  B4   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
PC8128        0.7777    4.5023   90.0  B4   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8129        0.1177    4.3623   90.0  A4   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
PC8130        0.7837    4.8673  270.0  B4   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
PC8131       -0.2023    4.9623  270.0  A4   (T)  'NBS_C0805_H57_000S_B', 'NBS_C0805_H57_000S_B'
PC8132       -0.0623    4.9623  270.0  A4   (T)  'NBS_C0805_H57_000S_B', 'NBS_C0805_H57_000S_B'
PC8133        0.0077    4.9623  270.0  A4   (T)  'NBS_C0805_H57_000S_B', 'NBS_C0805_H57_000S_B'
PC8134        0.1427    4.7323  180.0  A4   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
PC8135        0.1077    4.2173  180.0  A4   (T)  'NBS_C0805_H57_000S_B', 'NBS_C0805_H57_000S_B'
