 CHICAGO_HR_HPC_MV_MB_V1        eM-Test Expert (R)     licence #1 AAAAAAAA TECHNOLOGY INC, 

 Test Fixture Nails    1429/6711 Selected Drills           5-Mar-2011 8:40
                       1429 Nails, 2192 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$420       0.467    -5.164   3  A5   (T)  #637  E51TXD           V PIN TPI6.1
$421       0.412    -5.135   3  A5   (T)  #601  EC_GPG0          V VIA .
$422       0.336    -5.128   3  A5   (T)  #594  EC_SPI_MISO      V VIA .
$423       0.276    -5.135   3  A5   (T)  #595  EC_SPI_MOSI      V VIA .
$424       0.384    -5.013   1  A5   (T)  #596  SPI_ROM_CLK_R    V VIA .
$425       0.274    -5.009   1  A5   (T)  #604  SKU_ID2          V VIA .
$426       0.088    -4.951   1  A4   (T)  #603  AC_OFF           V VIA .
$427       0.147    -4.888   3  A4   (T)  #582  ACPRES           V VIA .
$428       0.150    -4.838   3  A4   (T)  #613  N65007552        V VIA .
$429       0.148    -4.749   1  A4   (T)  #612  GPF2             V PIN TPI9.1
$430       0.082    -4.742   3  A4   (T)  #614  EC_DAT_TP        V VIA .
$431       0.052    -4.700   3  A4   (T)  #585  EC_WIMAX_DIS#    V VIA .
$432       0.150    -4.606   1  A4   (T)  #579  EC_AGND          V VIA .
$433       0.039    -4.518   3  A4   (T)  #574  SKU_ID1          V VIA .
$434       0.039    -4.468   3  A4   (T)  #573  SKU_ID0          V VIA .
$435       0.038    -4.417   3  A4   (T)  #572  VERSION_ID2      V VIA .
$436       0.038    -4.366   3  A4   (T)  #571  VERSION_ID1      V VIA .
$437       0.031    -4.316   3  A4   (T)  #570  VERSION_ID0      V VIA .
$438       0.123    -4.283   1  A4   (T)  #633  EC_FAN1_TACH     V VIA .
$439       0.318    -4.084   1  A4   (T)  #53   EC_WLED_WHITE    V VIA .
$440       0.344    -3.920   1  A4   (T)  #54   +V3.3S_WLAN_LED_P V VIA .
$441       0.344    -3.849   3  A4   (T)  #52   EC_WLED_AMBER    V VIA .
$442       0.342    -3.786   3  A4   (T)  #50   EC_CAPS_LED#_W_R V VIA .
$443       0.347    -3.696   3  A3   (T)  #49   KSO17            V VIA .
$444       0.347    -3.645   3  A3   (T)  #48   KSO16            V VIA .
$445       0.393    -3.587   3  A3   (T)  #47   KSO15            V VIA .
$446       0.342    -3.586   3  A3   (T)  #46   KSO10            V VIA .
$447       0.340    -3.535   3  A3   (T)  #45   KSO11            V VIA .
$448       0.372    -3.496   3  A3   (T)  #44   KSO14            V VIA .
$449       0.346    -3.452   3  A3   (T)  #43   KSO13            V VIA .
$450       0.346    -3.402   3  A3   (T)  #41   KSO12            V VIA .
$451       0.419    -3.391   3  A3   (T)  #40   KSO3             V VIA .
$452       0.374    -3.354   3  A3   (T)  #39   KSO6             V VIA .
$453       0.347    -3.303   3  A3   (T)  #38   KSO8             V VIA .
$454       0.345    -3.252   3  A3   (T)  #37   KSO7             V VIA .
$455       0.397    -3.223   3  A3   (T)  #36   KSO4             V VIA .
$456       0.427    -3.158   3  A3   (T)  #35   KSO2             V VIA .
$457       0.427    -3.105   3  A3   (T)  #33   KSO1             V VIA .
$458       0.346    -3.137   2  A3   (T)  #34   KSI0             V VIA .
$459       0.343    -3.065   3  A3   (T)  #32   KSO5             V VIA .
$460       0.369    -3.021   3  A3   (T)  #60   KSI3             V VIA .
$461       0.346    -2.975   3  A3   (T)  #59   KSI2             V VIA .
$462      -0.105    -2.909   3  A3   (T)  #765  M_A_DQ11         V VIA .
$463      -0.167    -2.906   3  A3   (T)  #764  M_A_DQ10         V VIA .
$464      -0.151    -2.850   3  A3   (T)  #827  M_A_DQS#1        V VIA .
$465      -0.148    -2.769   3  A3   (T)  #825  M_A_DQ9          V VIA .
$466      -0.092    -2.768   3  A3   (T)  #824  M_A_DQ8          V VIA .
$467      -0.083    -2.699   3  A3   (T)  #774  M_A_DQ2          V VIA .
$468      -0.137    -2.698   3  A3   (T)  #785  M_A_DQ3          V VIA .
$469      -0.081    -2.578   3  A3   (T)  #762  M_A_DQ0          V VIA .
$470      -0.041    -2.373   1  A2   (T)  #854  M_A_DQ_VREF0     V VIA .
$471      -0.137    -2.578   3  A3   (T)  #763  M_A_DQ1          V VIA .
$472      -0.196    -2.601   3  A3   (T)  #834  M_A_DQS0         V VIA .
$473      -0.222    -2.548   3  A3   (T)  #807  M_A_DQ5          V VIA .
$474      -0.272    -2.547   3  A3   (T)  #796  M_A_DQ4          V VIA .
$475      -0.246    -2.600   3  A3   (T)  #826  M_A_DQS#0        V VIA .
$476      -0.202    -2.669   3  A3   (T)  #823  M_A_DQ7          V VIA .
$477      -0.252    -2.669   3  A3   (T)  #818  M_A_DQ6          V VIA .
$478      -0.261    -2.768   3  A3   (T)  #767  M_A_DQ13         V VIA .
$479      -0.204    -2.769   3  A3   (T)  #766  M_A_DQ12         V VIA .
$480      -0.206    -2.848   3  A3   (T)  #769  M_A_DQ15         V VIA .
$481      -0.253    -2.946   3  A3   (T)  #775  M_A_DQ20         V VIA .
$482      -0.195    -2.948   3  A3   (T)  #776  M_A_DQ21         V VIA .
$483      -0.133    -2.962   3  A3   (T)  #771  M_A_DQ17         V VIA .
$484      -0.082    -2.966   3  A3   (T)  #770  M_A_DQ16         V VIA .
$485      -0.115    -3.028   3  A3   (T)  #828  M_A_DQS#2        V VIA .
$486      -0.165    -3.028   3  A3   (T)  #836  M_A_DQS2         V VIA .
$487      -0.196    -3.100   3  A3   (T)  #778  M_A_DQ23         V VIA .
$488      -0.250    -3.100   3  A3   (T)  #777  M_A_DQ22         V VIA .
$489      -0.273    -3.192   1  A3   (T)  #784  M_A_DQ29         V VIA .
$490      -0.203    -3.194   3  A3   (T)  #783  M_A_DQ28         V VIA .
$491      -0.143    -3.117   3  A3   (T)  #773  M_A_DQ19         V VIA .
$492      -0.092    -3.116   3  A3   (T)  #772  M_A_DQ18         V VIA .
$493      -0.095    -3.198   3  A3   (T)  #779  M_A_DQ24         V VIA .
$494      -0.145    -3.191   3  A3   (T)  #780  M_A_DQ25         V VIA .
$495      -0.123    -3.256   3  A3   (T)  #829  M_A_DQS#3        V VIA .
$496      -0.106    -3.316   3  A3   (T)  #781  M_A_DQ26         V VIA .
$497      -0.157    -3.311   3  A3   (T)  #782  M_A_DQ27         V VIA .
$498      -0.174    -3.256   3  A3   (T)  #837  M_A_DQS3         V VIA .
$499      -0.229    -3.292   1  A3   (T)  #786  M_A_DQ30         V VIA .
$500      -0.138    -3.492   1  A3   (T)  #761  M_A_CKE1         V VIA .
$501      -0.084    -3.547   3  A3   (T)  #754  M_A_BS2          V VIA .
$502      -0.079    -3.607   3  A3   (T)  #751  M_A_A9           V VIA .
$503      -0.130    -3.608   3  A3   (T)  #740  M_A_A12          V VIA .
$504      -0.185    -3.544   3  A3   (T)  #743  M_A_A15          V VIA .
$505      -0.242    -3.544   3  A3   (T)  #742  M_A_A14          V VIA .
$506      -0.251    -3.612   3  A3   (T)  #749  M_A_A7           V VIA .
$507      -0.238    -3.673   3  A3   (T)  #746  M_A_A4           V VIA .
$508      -0.149    -3.675   3  A3   (T)  #750  M_A_A8           V VIA .
$509      -0.106    -3.702   3  A3   (T)  #747  M_A_A5           V VIA .
$510      -0.110    -3.781   3  A4   (T)  #737  M_A_A1           V VIA .
$511      -0.161    -3.782   3  A4   (T)  #745  M_A_A3           V VIA .
$512      -0.117    -3.831   3  A4   (T)  #756  M_A_CLK_DDR0     V VIA .
$513      -0.167    -3.833   3  A4   (T)  #757  M_A_CLK_DDR#0    V VIA .
$514      -0.218    -3.833   3  A4   (T)  #758  M_A_CLK_DDR1     V VIA .
$515      -0.233    -3.776   3  A4   (T)  #744  M_A_A2           V VIA .
$516      -0.294    -3.774   3  A4   (T)  #736  M_A_A0           V VIA .
$517      -0.269    -3.835   3  A4   (T)  #759  M_A_CLK_DDR#1    V VIA .
$518      -0.257    -3.934   1  A4   (T)  #844  M_A_RAS#         V VIA .
$519      -0.186    -3.934   3  A4   (T)  #753  M_A_BS1          V VIA .
$520      -0.135    -3.935   3  A4   (T)  #738  M_A_A10          V VIA .
$521      -0.163    -3.996   3  A4   (T)  #851  M_A_WE#          V VIA .
$522      -0.110    -3.992   3  A4   (T)  #755  M_A_CAS#         V VIA .
$523      -0.082    -4.056   3  A4   (T)  #846  M_A_CS#1         V VIA .
$524      -0.133    -4.056   3  A4   (T)  #741  M_A_A13          V VIA .
$525      -0.206    -4.057   2  A4   (T)  #845  M_A_CS#0         V VIA .
$526      -0.290    -4.057   1  A4   (T)  #843  M_A_ODT1         V VIA .
$527      -0.284    -4.194   3  A4   (T)  #793  M_A_DQ37         V VIA .
$528      -0.230    -4.194   3  A4   (T)  #792  M_A_DQ36         V VIA .
$529      -0.164    -4.188   3  A4   (T)  #788  M_A_DQ32         V VIA .
$530      -0.108    -4.188   3  A4   (T)  #789  M_A_DQ33         V VIA .
$531      -0.172    -4.253   3  A4   (T)  #830  M_A_DQS#4        V VIA .
$532      -0.166    -4.304   3  A4   (T)  #791  M_A_DQ35         V VIA .
$533      -0.122    -4.254   3  A4   (T)  #838  M_A_DQS4         V VIA .
$534      -0.085    -4.289   3  A4   (T)  #790  M_A_DQ34         V VIA .
$535      -0.087    -4.366   3  A4   (T)  #798  M_A_DQ41         V VIA .
$536      -0.142    -4.367   3  A4   (T)  #797  M_A_DQ40         V VIA .
$537      -0.198    -4.367   3  A4   (T)  #802  M_A_DQ45         V VIA .
$538      -0.223    -4.292   3  A4   (T)  #795  M_A_DQ39         V VIA .
$539      -0.278    -4.292   3  A4   (T)  #794  M_A_DQ38         V VIA .
$540      -0.268    -4.359   2  A4   (T)  #801  M_A_DQ44         V VIA .
$541      -0.233    -4.425   3  A4   (T)  #831  M_A_DQS#5        V VIA .
$542      -0.181    -4.425   3  A4   (T)  #839  M_A_DQS5         V VIA .
$543      -0.224    -4.499   3  A4   (T)  #804  M_A_DQ47         V VIA .
$544      -0.282    -4.499   3  A4   (T)  #803  M_A_DQ46         V VIA .
$545      -0.269    -4.566   3  A4   (T)  #810  M_A_DQ52         V VIA .
$546      -0.207    -4.564   3  A4   (T)  #811  M_A_DQ53         V VIA .
$547      -0.151    -4.564   3  A4   (T)  #806  M_A_DQ49         V VIA .
$548      -0.155    -4.478   3  A4   (T)  #800  M_A_DQ43         V VIA .
$549      -0.100    -4.477   3  A4   (T)  #799  M_A_DQ42         V VIA .
$550      -0.091    -4.561   3  A4   (T)  #805  M_A_DQ48         V VIA .
$551      -0.014    -4.629   1  A4   (T)  #578  EC_AVCC          V VIA .
$552      -0.107    -4.651   3  A4   (T)  #840  M_A_DQS6         V VIA .
$553      -0.158    -4.651   3  A4   (T)  #832  M_A_DQS#6        V VIA .
$554      -0.219    -4.654   3  A4   (T)  #808  M_A_DQ50         V VIA .
$555      -0.258    -4.705   3  A4   (T)  #812  M_A_DQ54         V VIA .
$556      -0.201    -4.707   3  A4   (T)  #813  M_A_DQ55         V VIA .
$557      -0.146    -4.707   3  A4   (T)  #814  M_A_DQ56         V VIA .
$558      -0.091    -4.704   3  A4   (T)  #809  M_A_DQ51         V VIA .
$559      -0.025    -4.804   1  A4   (T)  #847  SA0_DIM0         V VIA .
$560      -0.113    -4.794   3  A4   (T)  #815  M_A_DQ57         V VIA .
$561      -0.137    -4.874   3  A4   (T)  #817  M_A_DQ59         V VIA .
$562      -0.172    -4.797   3  A4   (T)  #819  M_A_DQ60         V VIA .
$563      -0.230    -4.798   3  A4   (T)  #820  M_A_DQ61         V VIA .
$564      -0.254    -4.862   2  A4   (T)  #841  M_A_DQS7         V VIA .
$565      -0.194    -4.872   3  A4   (T)  #816  M_A_DQ58         V VIA .
$566      -0.234    -4.944   3  A4   (T)  #821  M_A_DQ62         V VIA .
$567      -0.184    -4.943   3  A4   (T)  #822  M_A_DQ63         V VIA .
$568      -0.167    -4.995   3  A4   (T)  #849  PCH_SMB_CLK_3S   V VIA .
$569      -0.106    -4.978   3  A4   (T)  #848  SA1_DIM0         V VIA .
$570      -0.057    -5.032   3  A5   (T)  #190  EC_SPI_CS#       V VIA .
$571      -0.052    -5.090   3  A5   (T)  #192  EC_SPI_MISO_R    V VIA .
$572      -0.180    -5.139   1  A5   (T)  #611  EC_CLK_TP        V VIA .
$573      -0.053    -5.140   3  A5   (T)  #195  EC_SPI_WP#       V VIA .
$574       0.097    -5.249   1  A5   (T)  #194  N38364331        V VIA .
$575       0.231    -5.257   1  A5   (T)  #193  N38364335        V VIA .
$576       0.295    -5.369   1  A5   (T)  #191  EC_SPI_MOSI_R    V VIA .
$577       0.286    -5.500   1  A5   (T)  #189  EC_SPI_CLK       V VIA .
$578      -0.361    -5.589   3  A5   (T)  #694  TP-L             V VIA .
$579      -0.402    -5.560   3  A5   (T)  #693  TP-R             V VIA .
$580      -0.895    -5.739   1  A5   (T)  #617  EC_TP_LED#       V VIA .
$581      -1.270    -5.786   1  B5   (T)  #725  EC_TP_LED#_D     V VIA .
$582      -1.704    -5.251   1  B5   (T)  #1491 P_+VPCIE_G1_10   V VIA .
$583      -1.213    -5.122   1  A5   (T)  #2    P_+V0.75S_VIN_20 V VIA .
$584      -1.006    -4.955   1  A4   (T)  #93   P_+V0.75S_REFIN_10 V VIA .
$585      -1.004    -4.790   1  A4   (T)  #4    P_+V0.75S_OUT_S  V VIA .
$586      -0.724    -4.834   3  A4   (T)  #939  M_B_DQ61         V VIA .
$587      -0.698    -4.897   3  A4   (T)  #952  M_B_DQS#7        V VIA .
$588      -0.648    -4.902   3  A4   (T)  #940  M_B_DQ62         V VIA .
$589      -0.594    -4.900   3  A4   (T)  #941  M_B_DQ63         V VIA .
$590      -0.584    -4.950   3  A4   (T)  #966  SA0_DIM1         V VIA .
$591      -0.530    -4.987   1  A4   (T)  #967  SA1_DIM1         V VIA .
$592      -0.566    -4.847   3  A4   (T)  #935  M_B_DQ58         V VIA .
$593      -0.620    -4.846   3  A4   (T)  #936  M_B_DQ59         V VIA .
$594      -0.669    -4.834   3  A4   (T)  #938  M_B_DQ60         V VIA .
$595      -0.669    -4.771   3  A4   (T)  #932  M_B_DQ55         V VIA .
$596      -0.613    -4.772   3  A4   (T)  #933  M_B_DQ56         V VIA .
$597      -0.556    -4.772   3  A4   (T)  #934  M_B_DQ57         V VIA .
$598      -0.557    -4.695   3  A4   (T)  #928  M_B_DQ51         V VIA .
$599      -0.612    -4.695   3  A4   (T)  #927  M_B_DQ50         V VIA .
$600      -0.574    -4.629   1  A4   (T)  #951  M_B_DQS#6        V VIA .
$601      -0.677    -4.628   3  A4   (T)  #929  M_B_DQ52         V VIA .
$602      -0.732    -4.627   3  A4   (T)  #930  M_B_DQ53         V VIA .
$603      -0.684    -4.554   3  A4   (T)  #919  M_B_DQ43         V VIA .
$604      -0.735    -4.547   3  A4   (T)  #923  M_B_DQ47         V VIA .
$605      -0.729    -4.490   3  A4   (T)  #958  M_B_DQS5         V VIA .
$606      -0.678    -4.489   3  A4   (T)  #950  M_B_DQS#5        V VIA .
$607      -0.624    -4.489   3  A4   (T)  #922  M_B_DQ46         V VIA .
$608      -0.630    -4.554   3  A4   (T)  #925  M_B_DQ49         V VIA .
$609      -0.575    -4.554   3  A4   (T)  #924  M_B_DQ48         V VIA .
$610      -0.568    -4.490   3  A4   (T)  #918  M_B_DQ42         V VIA .
$611      -0.578    -4.402   3  A4   (T)  #917  M_B_DQ41         V VIA .
$612      -0.633    -4.401   3  A4   (T)  #916  M_B_DQ40         V VIA .
$613      -0.688    -4.401   3  A4   (T)  #920  M_B_DQ44         V VIA .
$614      -0.749    -4.399   2  A4   (T)  #921  M_B_DQ45         V VIA .
$615      -0.745    -4.329   3  A4   (T)  #914  M_B_DQ39         V VIA .
$616      -0.690    -4.329   3  A4   (T)  #913  M_B_DQ38         V VIA .
$617      -0.635    -4.329   3  A4   (T)  #910  M_B_DQ35         V VIA .
$618      -0.580    -4.327   3  A4   (T)  #909  M_B_DQ34         V VIA .
$619      -0.403    -4.213   1  A4   (T)  #853  N35854095        V VIA .
$620      -0.592    -4.234   3  A4   (T)  #949  M_B_DQS#4        V VIA .
$621      -0.597    -4.181   3  A4   (T)  #907  M_B_DQ32         V VIA .
$622      -0.651    -4.181   3  A4   (T)  #908  M_B_DQ33         V VIA .
$623      -0.675    -4.235   3  A4   (T)  #911  M_B_DQ36         V VIA .
$624      -0.734    -4.103   3  A4   (T)  #962  M_B_ODT1         V VIA .
$625      -0.678    -4.104   3  A4   (T)  #961  M_B_ODT0         V VIA .
$626      -0.668    -4.054   3  A4   (T)  #964  M_B_CS#0         V VIA .
$627      -0.653    -4.000   3  A4   (T)  #968  M_B_WE#          V VIA .
$628      -0.586    -4.082   2  A4   (T)  #965  M_B_CS#1         V VIA .
$629      -0.596    -4.000   3  A4   (T)  #874  M_B_CAS#         V VIA .
$630      -0.580    -3.927   3  A4   (T)  #871  M_B_BS0          V VIA .
$631      -0.630    -3.926   3  A4   (T)  #857  M_B_A10          V VIA .
$632      -0.703    -3.925   3  A4   (T)  #872  M_B_BS1          V VIA .
$633      -0.754    -3.925   3  A4   (T)  #963  M_B_RAS#         V VIA .
$634      -0.859    -4.139   1  A4   (T)  #969  N35838882        V VIA .
$635      -1.157    -3.988   1  A4   (T)  #488  N56658527        V VIA .
$636      -1.743    -4.379   1  B4   (T)  #1501 SM_DRAMRST#_Q    V VIA .
$637      -1.710    -4.281   1  B4   (T)  #852  DDR3_DRAMRST#    V VIA .
$638      -0.756    -3.673   2  A3   (T)  #867  M_B_A6           V VIA .
$639      -0.754    -3.758   3  A4   (T)  #863  M_B_A2           V VIA .
$640      -0.737    -3.810   3  A4   (T)  #855  M_B_A0           V VIA .
$641      -0.685    -3.812   3  A4   (T)  #878  M_B_CLK_DDR#1    V VIA .
$642      -0.695    -3.761   3  A4   (T)  #864  M_B_A3           V VIA .
$643      -0.637    -3.762   3  A4   (T)  #856  M_B_A1           V VIA .
$644      -0.635    -3.812   3  A4   (T)  #877  M_B_CLK_DDR1     V VIA .
$645      -0.581    -3.815   3  A4   (T)  #876  M_B_CLK_DDR#0    V VIA .
$646      -0.585    -3.763   3  A4   (T)  #875  M_B_CLK_DDR0     V VIA .
$647      -0.574    -3.671   2  A3   (T)  #869  M_B_A8           V VIA .
$648      -0.635    -3.672   3  A3   (T)  #866  M_B_A5           V VIA .
$649      -0.694    -3.671   3  A3   (T)  #865  M_B_A4           V VIA .
$650      -0.578    -3.564   3  A3   (T)  #859  M_B_A12          V VIA .
$651      -0.629    -3.565   3  A3   (T)  #870  M_B_A9           V VIA .
$652      -0.681    -3.564   3  A3   (T)  #868  M_B_A7           V VIA .
$653      -0.731    -3.562   3  A3   (T)  #858  M_B_A11          V VIA .
$654      -0.735    -3.481   2  A3   (T)  #862  M_B_A15          V VIA .
$655      -0.624    -3.481   1  A3   (T)  #879  M_B_CKE0         V VIA .
$656      -0.614    -3.336   3  A3   (T)  #901  M_B_DQ27         V VIA .
$657      -0.560    -3.337   3  A3   (T)  #900  M_B_DQ26         V VIA .
$658      -0.576    -3.283   3  A3   (T)  #906  M_B_DQ31         V VIA .
$659      -0.630    -3.282   3  A3   (T)  #905  M_B_DQ30         V VIA .
$660      -0.689    -3.281   3  A3   (T)  #948  M_B_DQS#3        V VIA .
$661      -0.740    -3.279   3  A3   (T)  #956  M_B_DQS3         V VIA .
$662      -0.753    -3.182   1  A3   (T)  #902  M_B_DQ28         V VIA .
$663      -0.686    -3.183   3  A3   (T)  #903  M_B_DQ29         V VIA .
$664      -0.629    -3.127   3  A3   (T)  #892  M_B_DQ19         V VIA .
$665      -0.627    -3.185   3  A3   (T)  #899  M_B_DQ25         V VIA .
$666      -0.566    -3.184   3  A3   (T)  #898  M_B_DQ24         V VIA .
$667      -0.572    -3.127   3  A3   (T)  #891  M_B_DQ18         V VIA .
$668      -0.559    -3.071   3  A3   (T)  #955  M_B_DQS2         V VIA .
$669      -0.610    -3.074   3  A3   (T)  #947  M_B_DQS#2        V VIA .
$670      -0.684    -3.070   3  A3   (T)  #897  M_B_DQ23         V VIA .
$671      -0.739    -3.072   3  A3   (T)  #896  M_B_DQ22         V VIA .
$672      -0.695    -2.958   3  A3   (T)  #895  M_B_DQ21         V VIA .
$673      -0.639    -2.959   3  A3   (T)  #890  M_B_DQ17         V VIA .
$674      -0.581    -2.963   3  A3   (T)  #889  M_B_DQ16         V VIA .
$675      -0.625    -2.904   3  A3   (T)  #884  M_B_DQ11         V VIA .
$676      -0.566    -2.903   3  A3   (T)  #883  M_B_DQ10         V VIA .
$677      -0.569    -2.851   3  A3   (T)  #946  M_B_DQS#1        V VIA .
$678      -0.619    -2.852   3  A3   (T)  #954  M_B_DQS1         V VIA .
$679      -0.675    -2.854   3  A3   (T)  #888  M_B_DQ15         V VIA .
$680      -0.731    -2.854   3  A3   (T)  #887  M_B_DQ14         V VIA .
$681      -0.750    -2.960   3  A3   (T)  #894  M_B_DQ20         V VIA .
$682      -0.731    -2.734   3  A3   (T)  #885  M_B_DQ12         V VIA .
$683      -0.675    -2.736   3  A3   (T)  #886  M_B_DQ13         V VIA .
$684      -0.619    -2.739   3  A3   (T)  #944  M_B_DQ9          V VIA .
$685      -0.565    -2.739   3  A3   (T)  #943  M_B_DQ8          V VIA .
$686      -0.569    -2.665   3  A3   (T)  #893  M_B_DQ2          V VIA .
$687      -0.623    -2.664   3  A3   (T)  #904  M_B_DQ3          V VIA .
$688      -0.676    -2.654   3  A3   (T)  #942  M_B_DQ7          V VIA .
$689      -0.731    -2.652   3  A3   (T)  #937  M_B_DQ6          V VIA .
$690      -0.720    -2.575   3  A3   (T)  #945  M_B_DQS#0        V VIA .
$691      -0.756    -2.509   3  A3   (T)  #915  M_B_DQ4          V VIA .
$692      -0.705    -2.510   3  A3   (T)  #926  M_B_DQ5          V VIA .
$693      -0.669    -2.576   3  A3   (T)  #953  M_B_DQS0         V VIA .
$694      -0.614    -2.573   3  A3   (T)  #882  M_B_DQ1          V VIA .
$695      -0.560    -2.574   3  A3   (T)  #881  M_B_DQ0          V VIA .
$696      -0.378    -2.173   1  A2   (T)  #1454 P_+VTT_COMP_JP_10 V VIA .
$697      -0.389    -2.063   1  A2   (T)  #1130 VSSP_SENSE       V VIA .
$698      -0.487    -1.942   1  A2   (T)  #1506 +V1.05S_VCCP_PWRGD V VIA .
$699      -0.766    -2.087   1  A2   (T)  #490  P_+VTT_DH_30     V VIA .
$700      -0.871    -2.006   1  A2   (T)  #77   P_+VTT_VIN_SHAPE V VIA .
$701      -1.223    -2.034   1  A2   (T)  #492  P_+VTT_DL_30     V VIA .
$702      -1.490    -2.142   1  B2   (T)  #1353 P_+VTT_SNB_20    V VIA .
$703      -1.590    -2.280   1  B2   (T)  #1550 P_CPU_DRON_10    V VIA .
$704      -1.485    -2.362   3  B2   (T)  #112  P_CPU_EN3_R_10   V VIA .
$705      -1.454    -2.410   3  B2   (T)  #113  P_CPU_PWM3_10    V VIA .
$706      -1.327    -2.373   1  B2   (T)  #491  P_+VTT_LX_30     V VIA .
$707      -1.412    -2.504   1  B3   (T)  #109  P_CPU_BST3+_20   V VIA .
$708      -1.584    -2.547   1  B3   (T)  #972  P_CPU_BST3-_20   V VIA .
$709      -1.672    -2.560   1  B3   (T)  #110  P_CPU_DH3_30     V VIA .
$710      -1.695    -2.384   1  B2   (T)  #111  P_CPU_DL3_30     V VIA .
$711      -1.742    -2.148   1  B2   (T)  #107  P_CPU_PWM1_10    V VIA .
$712      -2.199    -1.807   3  B2   (T)  #1551 UM2_SET          V VIA .
$713      -2.152    -1.825   3  B2   (T)  #1468 THER_SD#         V VIA .
$714      -2.086    -1.972   1  B2   (T)  #83   P_CPU_VIN_SHAPE1 V VIA .
$715      -2.283    -1.914   1  B2   (T)  #1412 UM2_VCC          V VIA .
$716      -2.559    -1.968   1  C2   (T)  #1136 N59212611        V VIA .
$717      -2.569    -2.235   3  C2   (T)  #1391 P_CPU_CSN1_10    V VIA .
$718      -2.585    -2.187   3  C2   (T)  #465  P_CPU_CSP1_JP_10 V VIA .
$719      -2.750    -2.162   1  C2   (T)  #1346 P_CPU_CSREF_10   V VIA .
$720      -2.820    -2.238   1  C2   (T)  #1390 P_CPU_CSP1_10    V VIA .
$721      -2.876    -2.095   1  C2   (T)  #1389 P_CPU_CSN3_10    V VIA .
$722      -2.967    -2.081   1  C2   (T)  #1557 P_CPU_DIS2_10    V VIA .
$723      -3.061    -1.859   1  C2   (T)  #463  P_CPU_CSSUM_10   V VIA .
$724      -3.165    -1.759   1  C2   (T)  #1397 P_CPU_FB_R_10    V VIA .
$725      -3.219    -1.886   1  C2   (T)  #1526 P_CPU_TRBST_10   V VIA .
$726      -3.232    -2.079   1  C2   (T)  #1342 P_CPU_VSN_10     V VIA .
$727      -3.350    -2.235   2  C2   (T)  #1516 GTVR_PWRGD       V VIA .
$728      -3.277    -2.277   3  C2   (T)  #1369 P_CPU_VCC_10     V VIA .
$729      -3.284    -2.336   3  C2   (T)  #1517 P_CPU_ROSC_10    V VIA .
$730      -3.229    -2.381   3  C2   (T)  #1344 P_CPU_VSNA_10    V VIA .
$731      -3.227    -2.431   3  C2   (T)  #1345 P_CPU_VSPA_10    V VIA .
$732      -3.150    -2.395   1  C2   (T)  #1514 P_CPU_DIFFOUTA_10 V VIA .
$733      -3.076    -2.444   3  C2   (T)  #1525 P_CPU_ILIMA_10   V VIA .
$734      -3.058    -2.388   3  C2   (T)  #1378 P_CPU_IOUTA_10   V VIA .
$735      -2.980    -2.372   3  C2   (T)  #1340 P_CPU_CSNA_10    V VIA .
$736      -2.935    -2.318   1  C2   (T)  #1532 P_CPU_IMAX_10    V VIA .
$737      -2.928    -2.385   3  C2   (T)  #1515 P_CPU_VBOOTA_10  V VIA .
$738      -2.936    -2.510   1  C3   (T)  #735  P_CPU_CSPA_10    V VIA .
$739      -3.012    -2.579   3  C3   (T)  #466  P_CPU_CSSUMA_10  V VIA .
$740      -3.062    -2.586   3  C3   (T)  #101  P_CPU_DROOPA_10  V VIA .
$741      -3.122    -2.621   3  C3   (T)  #1363 P_CPU_COMPA_10   V VIA .
$742      -3.172    -2.623   3  C3   (T)  #731  SGND_VCORE       V VIA .
$743      -3.222    -2.619   3  C3   (T)  #976  P_CPU_FBA_10     V VIA .
$744      -3.274    -2.601   3  C3   (T)  #733  GFX_VCC_SENSE    V VIA .
$745      -3.271    -2.672   2  C3   (T)  #184  P_+VCCSA_BST_10  V VIA .
$746      -3.215    -2.799   1  C3   (T)  #178  P_+VCCSA_SW_SHAPE V VIA .
$747      -3.278    -2.902   1  C3   (T)  #181  P_+VCCSA_MODE_10 V VIA .
$748      -3.356    -3.064   3  C3   (T)  #183  P_+VCCSA_FB_10   V VIA .
$749      -3.292    -3.125   1  C3   (T)  #1134 VCCSA_SENSE      V VIA .
$750      -3.112    -2.920   1  C3   (T)  #1348 P_+VCCSA_SN_20   V VIA .
$751      -2.968    -2.844   1  C3   (T)  #102  P_CPU_NTCA_10    V VIA .
$752      -2.898    -2.633   1  C3   (T)  #467  P_CPU_CSPA_JP_10 V VIA .
$753      -2.716    -2.757   1  C3   (T)  #13   P_+VCCSA_VO      V VIA .
$754      -2.826    -3.208   2  C3   (T)  #1135 VCCSA_SEL        V VIA .
$755      -2.871    -3.419   1  C3   (T)  #1132 H_FC_C22         V VIA .
$756      -2.626    -3.473   1  C3   (T)  #1046 PEG_COMP         V VIA .
$757      -2.521    -3.119   3  C3   (T)  #1024 N46709739        V VIA .
$758      -2.461    -3.127   3  B3   (T)  #1091 N57469667        V VIA .
$759      -2.387    -3.095   1  B3   (T)  #1092 N57472334        V VIA .
$760      -2.287    -3.155   1  B3   (T)  #1126 VCCP_SENSE       V VIA .
