 CHICAGO_HR_HPC_MV_MB_V1        eM-Test Expert (R)     licence #1 AAAAAAAA TECHNOLOGY INC, 

 Test Fixture Nails    1429/6711 Selected Drills           5-Mar-2011 8:40
                       1429 Nails, 2192 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$761      -2.174    -3.448   1  B3   (T)  #835  M_A_DQS1         V VIA .
$762      -2.253    -3.488   1  B3   (T)  #768  M_A_DQ14         V VIA .
$763      -2.208    -3.726   1  B3   (T)  #787  M_A_DQ31         V VIA .
$764      -2.332    -3.804   1  B4   (T)  #880  M_B_CKE1         V VIA .
$765      -2.175    -3.803   2  B4   (T)  #873  M_B_BS2          V VIA .
$766      -2.101    -3.922   3  B4   (T)  #739  M_A_A11          V VIA .
$767      -2.055    -3.960   3  B4   (T)  #748  M_A_A6           V VIA .
$768      -2.290    -3.920   1  B4   (T)  #760  M_A_CKE0         V VIA .
$769      -2.331    -4.084   1  B4   (T)  #860  M_B_A13          V VIA .
$770      -2.291    -4.233   1  B4   (T)  #752  M_A_BS0          V VIA .
$771      -2.413    -4.358   3  B4   (T)  #931  M_B_DQ54         V VIA .
$772      -2.372    -4.394   3  B4   (T)  #959  M_B_DQS6         V VIA .
$773      -2.528    -4.511   1  C4   (T)  #833  M_A_DQS#7        V VIA .
$774      -2.489    -4.592   1  B4   (T)  #960  M_B_DQS7         V VIA .
$775      -2.403    -4.638   1  B4   (T)  #1099 SM_DRAMPWROK     V VIA .
$776      -2.363    -4.842   1  B4   (T)  #648  SM_DRAMPWROK_R   V VIA .
$777      -2.309    -4.913   1  B4   (T)  #681  N66690931        V VIA .
$778      -2.135    -4.511   1  B4   (T)  #957  M_B_DQS4         V VIA .
$779      -2.013    -4.354   1  B4   (T)  #842  M_A_ODT0         V VIA .
$780      -1.864    -4.387   1  B4   (T)  #1101 SM_RCOMP0        V VIA .
$781      -1.960    -4.455   3  B4   (T)  #1100 SM_DRAMRST#      V VIA .
$782      -1.977    -4.511   3  B4   (T)  #912  M_B_DQ37         V VIA .
$783      -1.960    -4.572   2  B4   (T)  #1392 N20243           V VIA .
$784      -1.915    -4.629   2  B4   (T)  #1207 DRAMRST_CNTRL    V VIA .
$785      -1.862    -5.015   1  B5   (T)  #6    P_+VPCIE_VIN_10  V VIA .
$786      -2.143    -5.081   1  B5   (T)  #95   P_+VPCIE_REF_10  V VIA .
$787      -2.050    -5.335   1  B5   (T)  #8    P_+VPCIE_OUT_S   V VIA .
$788      -2.465    -5.291   3  B5   (T)  #119  P_CPU_PWMA_10    V VIA .
$789      -2.512    -5.312   3  C5   (T)  #115  P_CPU_BST4+_20   V VIA .
$790      -2.645    -5.435   1  C5   (T)  #84   P_CPU_VIN_SHAPE4 V VIA .
$791      -2.564    -5.311   3  C5   (T)  #974  P_CPU_BST4-_20   V VIA .
$792      -2.434    -5.200   1  B5   (T)  #118  P_CPU_EN4_R_10   V VIA .
$793      -2.460    -5.028   1  B5   (T)  #634  ALL_SYS_PWRGD    V VIA .
$794      -2.599    -4.958   1  C4   (T)  #117  P_CPU_DL4_30     V VIA .
$795      -3.037    -4.474   3  C4   (T)  #1113 CFG3             V VIA .
$796      -3.077    -4.436   3  C4   (T)  #1115 CFG5             V VIA .
$797      -3.044    -4.398   3  C4   (T)  #568  VR_SVID_DATA_R   V VIA .
$798      -3.080    -4.362   3  C4   (T)  #1128 VR_SVID_ALERT#_R V VIA .
$799      -3.198    -4.319   1  C4   (T)  #1124 VSS_VAL_SENSE    V VIA .
$800      -3.100    -4.495   2  C4   (T)  #1116 CFG6             V VIA .
$801      -3.159    -4.478   3  C4   (T)  #1117 CFG7             V VIA .
$802      -3.280    -4.474   1  C4   (T)  #1089 H_CATERR#        V PIN TP1.1
$803      -3.345    -4.526   2  C4   (T)  #1118 CLK_PCH_XDP_R    V VIA .
$804      -3.324    -4.954   1  C4   (T)  #1431 H_PROCHOT#       V VIA .
$805      -3.155    -5.174   1  C5   (T)  #1114 CFG4             V VIA .
$806      -3.105    -5.100   1  C5   (T)  #1112 CFG2             V VIA .
$807      -2.995    -5.206   1  C5   (T)  #120  P_CPU_LX4_30     V VIA .
$808      -2.901    -5.287   1  C5   (T)  #116  P_CPU_DH4_30     V VIA .
$809      -3.111    -5.323   1  C5   (T)  #1349 P_CPU_SNB4_20    V VIA .
$810      -3.066    -5.441   1  C5   (T)  #1085 XDP_OBS4         V VIA .
$811      -3.036    -5.535   1  C5   (T)  #1087 XDP_OBS6         V VIA .
$812      -2.963    -5.462   1  C5   (T)  #1081 XDP_OBS0         V VIA .
$813      -2.790    -5.676   1  C5   (T)  #647  PM_DRAM_PWRGD    V VIA .
$814      -2.955    -6.038   1  C5   (T)  #1448 XDP_H_CPUPWRGD   V VIA .
$815      -3.107    -6.041   1  C5   (T)  #1447 XDP_HOOK2        V VIA .
$816      -3.188    -5.883   1  C5   (T)  #1111 CFG0             V VIA .
$817      -3.309    -6.029   1  C5   (T)  #593  EC_MUTE#         V VIA .
$818      -3.090    -6.498   1  C6   (T)  #1449 XDP_RST#         V VIA .
$819      -2.805    -6.983   1  C6   (T)  #990  CARD_INSERT0     V VIA .
$820      -3.207    -6.906   1  C6   (T)  #1552 HOLD#0           V VIA .
$821      -3.262    -6.986   1  C6   (T)  #1508 SPI_MOSI         V VIA .
$822      -3.349    -7.076   1  C6   (T)  #1509 SPI_MISO         V VIA .
$823      -4.139    -8.280   1  D7   (T)  #1466 P_OTH_ECODDEN_10 V VIA .
$824      -4.229    -8.021   2  D7   (T)  #484  SATA_TXN0_C      V TEST .
$825      -4.154    -8.030   1  D7   (T)  #483  SATA_TXP0_C      V TEST .
$826      -4.146    -7.955   2  D7   (T)  #482  SATA_RXN0_C      V TEST .
$827      -4.221    -7.946   1  D7   (T)  #481  SATA_RXP0_C      V TEST .
$828      -4.444    -8.109   3  D7   (T)  #615  EC_ODD_IN#       V VIA .
$829      -4.399    -8.135   3  D7   (T)  #619  EC_ODD_MD#       V VIA .
$830      -4.421    -8.182   3  D7   (T)  #1467 P_OTH_ECODD_10   V VIA .
$831      -4.551    -8.200   3  D7   (T)  #479  SATA_TXP2_C      V VIA .
$832      -4.602    -8.200   3  D7   (T)  #480  SATA_TXN2_C      V VIA .
$833      -4.653    -8.200   3  D7   (T)  #478  SATA_RXN2_C      V VIA .
$834      -4.703    -8.200   3  D7   (T)  #477  SATA_RXP2_C      V VIA .
$835      -4.585    -7.687   1  D7   (T)  #1325 +VCC_CLKF33      V VIA .
$836      -4.537    -7.466   1  D6   (T)  #1000 +VCCVRM          V VIA .
$837      -4.684    -7.411   3  D6   (T)  #1177 CLKOUTLEX0       V PIN TP9.1
$838      -4.572    -7.385   3  D6   (T)  #1245 UCRT_IREF        V VIA .
$839      -4.489    -7.375   2  D6   (T)  #1257 ULVDS_IBG        V VIA .
$840      -4.449    -7.308   2  D6   (T)  #1314 +VCCCLKDMI       V VIA .
$841      -4.202    -7.350   1  D6   (T)  #1316 +VCCTX_LVDS      V VIA .
$842      -4.464    -7.154   1  D6   (T)  #1258 ULVDS_VBG        V PIN TP13.1
$843      -4.665    -7.131   3  D6   (T)  #1138 HDA_BITCLK       V VIA .
$844      -4.685    -7.073   3  D6   (T)  #1140 N16175481        V PIN TP8.1
$845      -4.739    -7.163   3  D6   (T)  #1141 HDA_RESET#       V VIA .
$846      -4.769    -7.205   3  D6   (T)  #1275 INT_PIRQC#       V VIA .
$847      -4.764    -7.255   3  D6   (T)  #1273 INT_PIRQA#       V VIA .
$848      -4.830    -7.304   3  D6   (T)  #1278 SATA_ODD_DA#     V TEST .
$849      -4.825    -7.204   3  D6   (T)  #143  LPC_FRAME#       V VIA .
$850      -4.824    -7.124   2  D6   (T)  #1142 AUD_SDIN0        V VIA .
$851      -4.776    -6.907   3  D6   (T)  #1224 PWROK            V VIA .
$852      -4.823    -6.888   3  D6   (T)  #643  RSMRST#          V VIA .
$853      -4.831    -6.806   3  D6   (T)  #1272 USB_OC#2         V TEST .
$854      -4.782    -6.748   1  D6   (T)  #1189 PCIECLKRQ6#      V TEST .
$855      -4.609    -6.733   1  D6   (T)  #1233 N228961          V PIN TP15.1
$856      -4.663    -6.605   3  D6   (T)  #1296 KBRST#           V VIA .
$857      -4.702    -6.574   3  D6   (T)  #566  GPIO37           V VIA .
$858      -4.783    -6.552   2  D6   (T)  #1229 SLP_S4#_3R_R     V VIA .
$859      -4.786    -6.486   3  D6   (T)  #1235 PM_SUS_STAT#     V PIN TP14.1
$860      -4.836    -6.501   3  D6   (T)  #1228 SLP_S3#_3R_R     V VIA .
$861      -4.822    -6.443   3  D6   (T)  #1294 GPIO12           V VIA .
$862      -4.686    -6.522   3  D6   (T)  #1191 PEG_CLK_REQ#     V VIA .
$863      -4.685    -6.467   3  D6   (T)  #1291 GPIO35           V VIA .
$864      -4.634    -6.420   3  D6   (T)  #1217 APWROK           V VIA .
$865      -4.589    -6.393   3  D6   (T)  #1290 GPIO28           V VIA .
$866      -4.594    -6.451   3  D6   (T)  #1236 ALL_PWROK        V VIA .
$867      -4.607    -6.524   1  D6   (T)  #1299 GPIO22           V VIA .
$868      -4.455    -6.544   3  D6   (T)  #1301 GPIO48           V VIA .
$869      -4.393    -6.533   3  D6   (T)  #1152 SATA0GP          V VIA .
$870      -4.471    -6.421   3  D6   (T)  #629  INT_SERIRQ       V VIA .
$871      -4.526    -6.419   3  D6   (T)  #1166 HDA_SPKR         V VIA .
$872      -4.496    -6.210   1  D5   (T)  #1286 GPIO0            V VIA .
$873      -4.196    -6.289   2  D6   (T)  #1093 H_PECI           V VIA .
$874      -4.097    -6.482   1  D6   (T)  #1287 H_SNB_IVB#_R     V VIA .
$875      -4.038    -6.557   1  D6   (T)  #1312 +VCCAFDIPLL      V VIA .
$876      -4.208    -6.827   1  D6   (T)  #1315 +VCCDMI          V VIA .
$877      -4.286    -6.967   1  D6   (T)  #1321 +DCPSUS3         V TEST .
$878      -3.616    -7.008   1  C6   (T)  #668  PCIE_TXP1_C      V VIA .
$879      -3.752    -6.819   3  D6   (T)  #1553 WP#0             V VIA .
$880      -3.750    -6.572   1  D6   (T)  #992  PCH_SPI_CS0#     V VIA .
$881      -3.630    -6.506   1  C6   (T)  #993  PCH_SPI_MISO     V VIA .
$882      -3.423    -6.660   3  C6   (T)  #988  PCH_SPI_MOSI     V VIA .
$883      -3.398    -6.714   3  C6   (T)  #989  PCH_SPI_CLK      V VIA .
$884      -3.798    -5.842   1  D5   (T)  #1470 P_OTH_SGPU_PWR_EN# V VIA .
$885      -3.877    -5.918   1  D5   (T)  #1465 P_OTH_BACO_DGPUEN#_10 V VIA .
$886      -3.904    -6.066   1  D5   (T)  #1473 P_DISCHG_+V1.5S_GPU V VIA .
$887      -4.026    -6.195   1  D5   (T)  #1472 P_DISCHG_+V1.8S_GPU V VIA .
$888      -4.136    -6.239   1  D5   (T)  #991  MB_FLASH0_EN     V VIA .
$889      -4.224    -6.183   1  D5   (T)  #126  WLAN_CLK_REQ#    V VIA .
$890      -4.511    -6.044   1  D5   (T)  #132  BUF_PLT_RST#     V VIA .
$891      -4.586    -6.033   2  D5   (T)  #646  PLT_RST#         V VIA .
$892      -4.605    -5.902   1  D5   (T)  #1419 VRAM_VREF_DQ3    V VIA .
$893      -4.289    -5.931   1  D5   (T)  #1421 VRAM_VREF_CA2    V VIA .
$894      -4.574    -4.649   1  D4   (T)  #449  AT_VDDCI         V VIA .
$895      -4.686    -4.449   3  D4   (T)  #289  AT_GPIO5         V PIN TPG3.1
$896      -4.749    -4.447   3  D4   (T)  #444  +MPV18           V VIA .
$897      -4.643    -4.280   1  D4   (T)  #452  VDDR4            V VIA .
$898      -4.478    -4.112   1  D4   (T)  #457  DPEF_CALR        V VIA .
$899      -4.372    -4.015   3  D4   (T)  #458  +DPE_VDD10       V VIA .
$900      -4.307    -4.014   2  D4   (T)  #257  AT_AVDD          V VIA .
$901      -3.859    -4.584   1  D4   (T)  #429  MVREFD           V VIA .
$902      -3.800    -4.631   3  D4   (T)  #430  MVREFS           V VIA .
$903      -3.599    -5.396   1  C5   (T)  #485  P_OTH_BACO_1V5S_GATE_10 V VIA .
$904      -3.533    -5.029   3  C5   (T)  #985  P_OTH_PX_MODE_10 V VIA .
$905      -3.486    -5.012   3  C5   (T)  #1490 DGPU_PWR_EN_Q    V VIA .
$906      -3.362    -4.795   1  C4   (T)  #1097 H_PROCHOT#_R     V VIA .
$907      -3.406    -4.474   1  C4   (T)  #1129 VR_SVID_CLK_R    V VIA .
$908      -3.377    -4.227   1  C4   (T)  #1067 PEG_TXN4         V VIA .
$909      -3.654    -4.346   3  C4   (T)  #1053 PEG_RXN6         V VIA .
$910      -3.692    -4.312   3  C4   (T)  #1061 PEG_RXP6         V VIA .
$911      -3.695    -4.377   3  C4   (T)  #1059 PEG_RXP4         V VIA .
$912      -3.644    -4.429   3  C4   (T)  #1062 PEG_RXP7         V VIA .
$913      -3.644    -4.479   3  C4   (T)  #1054 PEG_RXN7         V VIA .
$914      -3.559    -4.556   1  C4   (T)  #1512 VR_VIDSCLK       V VIA .
$915      -3.714    -4.531   3  C4   (T)  #1052 PEG_RXN5         V VIA .
$916      -3.714    -4.480   3  C4   (T)  #1060 PEG_RXP5         V VIA .
$917      -3.695    -4.428   3  C4   (T)  #1051 PEG_RXN4         V VIA .
$918      -4.065    -3.938   2  D4   (T)  #445  AT_PCIE_PVDD     V VIA .
$919      -4.166    -3.955   1  D4   (T)  #312  DCRT_VSYNC       V VIA .
$920      -4.231    -3.886   1  D4   (T)  #290  DCRT_HSYNC       V VIA .
$921      -4.326    -3.858   1  D4   (T)  #298  N69628700        V VIA .
$922      -4.340    -3.949   2  D4   (T)  #453  VDD_CT           V VIA .
$923      -4.454    -3.896   1  D4   (T)  #296  AT_A2VDD         V VIA .
$924      -4.519    -3.896   3  D4   (T)  #301  AT_VDD2DI_A2VDDQ V VIA .
$925      -4.487    -4.011   1  D4   (T)  #310  AT_VDD1D1        V VIA .
$926      -4.553    -4.014   3  D4   (T)  #459  +DPE_VDD18       V VIA .
$927      -4.796    -3.993   1  D4   (T)  #456  +DPA_VDD18       V VIA .
$928      -4.703    -3.896   2  D4   (T)  #267  AT_DPLL_VDDC     V VIA .
$929      -4.665    -3.962   3  D4   (T)  #266  AT_DPLL_PVDD     V VIA .
$930      -4.631    -3.907   3  D4   (T)  #311  AT_VREF          V VIA .
$931      -4.579    -3.896   3  D4   (T)  #309  AT_TSVDD         V VIA .
$932      -4.538    -3.408   1  D3   (T)  #1004 P_OTH_ENGPU_RC_10 V VIA .
$933      -4.786    -3.373   1  D3   (T)  #1471 P_DISCHG_+V3.3S_DELAY V VIA .
$934      -4.675    -3.149   1  D3   (T)  #979  +VPCIE_BACO      V VIA .
$935      -4.482    -3.057   3  D3   (T)  #982  VDDC_ON          V VIA .
$936      -4.503    -3.003   3  D3   (T)  #443  BIF_VDDC         V VIA .
$937      -4.165    -2.665   1  D3   (T)  #515  P_+VDDCORE_FB_10 V VIA .
$938      -4.090    -2.670   2  D3   (T)  #1433 N61927994        V VIA .
$939      -3.934    -2.892   1  D3   (T)  #514  P_+VDDCORE_EN_10 V VIA .
$940      -4.106    -2.968   3  D3   (T)  #519  P_+VDDCORE_TON_10 V VIA .
$941      -4.165    -2.958   3  D3   (T)  #520  P_+VDDCORE_VDD_10 V VIA .
$942      -4.060    -3.083   2  D3   (T)  #517  P_+VDDCORE_G1_10 V VIA .
$943      -4.092    -3.153   1  D3   (T)  #1336 P_+VDDCORE_BST-_10 V VIA .
$944      -3.988    -3.120   1  D3   (T)  #510  P_+VDDCORE_BST+_10 V VIA .
$945      -3.802    -3.208   1  D3   (T)  #85   P_+VDDCORE_VIN_SHAPE V VIA .
$946      -3.866    -3.647   3  D3   (T)  #497  P_+VDDCORE_LX_30 V VIA .
$947      -3.812    -3.637   3  D3   (T)  #496  P_+VDDCORE_DH_30 V VIA .
$948      -3.442    -3.529   3  C3   (T)  #1050 PEG_RXN3         V VIA .
$949      -3.441    -3.478   3  C3   (T)  #1058 PEG_RXP3         V VIA .
$950      -3.391    -3.471   3  C3   (T)  #1049 PEG_RXN2         V VIA .
$951      -3.391    -3.419   3  C3   (T)  #1057 PEG_RXP2         V VIA .
$952      -3.442    -3.418   3  C3   (T)  #1056 PEG_RXP1         V VIA .
$953      -3.442    -3.367   3  C3   (T)  #1048 PEG_RXN1         V VIA .
$954      -3.390    -3.367   3  C3   (T)  #1055 PEG_RXP0         V VIA .
$955      -3.391    -3.316   3  C3   (T)  #1047 PEG_RXN0         V VIA .
$956      -3.496    -3.167   1  C3   (T)  #732  GFX_VSS_SENSE    V VIA .
$957      -3.420    -3.061   3  C3   (T)  #1393 P_+VCCSA_COMP_RC_10 V VIA .
$958      -3.475    -3.037   3  C3   (T)  #182  P_+VCCSA_VREF_10 V VIA .
$959      -3.568    -2.988   1  C3   (T)  #180  SGND_VCCSA       V VIA .
$960      -3.647    -2.928   1  C3   (T)  #16   P_+VCCSA_VIN_SHAPE V VIA .
$961      -3.726    -2.717   1  C3   (T)  #1434 VCCSA_PWRGD      V VIA .
$962      -3.575    -2.676   3  C3   (T)  #188  P_+VCCSA_POWGD_10 V VIA .
$963      -3.530    -2.652   3  C3   (T)  #185  P_+VCCSA_SEL_10  V VIA .
$964      -3.483    -2.622   3  C3   (T)  #1555 BUFO_CPU_RST#    V VIA .
$965      -3.428    -2.628   3  C3   (T)  #179  P_+VCCSA_EN_10   V VIA .
$966      -3.421    -2.453   1  C2   (T)  #1338 P_CPU_VRMP_10    V VIA .
$967      -3.689    -2.434   1  C2   (T)  #1548 VR_VIDALERT#     V VIA .
$968      -3.519    -1.883   1  C2   (T)  #1413 VCCFAN1          V VIA .
$969      -5.479    -1.022   1  E1   (T)  #708  N71931019        V VIA .
$970      -5.677    -1.266   3  E2   (T)  #1414 ULVDS_VCC_EN_Q   V VIA .
$971      -5.731    -1.276   3  E2   (T)  #18   LCM_VCC_EN_Q     V VIA .
$972      -5.886    -1.197   2  E1   (T)  #1243 UCRT_R           V VIA .
$973      -5.881    -1.125   2  E1   (T)  #1241 UCRT_G           V VIA .
$974      -6.194    -0.971   1  E1   (T)  #563  CRT_B_L          V VIA .
$975      -6.199    -1.057   2  E1   (T)  #562  CRT_G_L          V VIA .
$976      -6.200    -1.135   1  E1   (T)  #557  CRT_R_L          V VIA .
$977      -6.124    -1.260   1  E2   (T)  #560  CRT_VSYNC_R      V PIN TPB3.1
$978      -6.157    -1.381   2  E2   (T)  #559  CRT_HSYNC_R      V PIN TPB2.1
$979      -6.088    -1.383   2  E2   (T)  #1426 +5V_SYNC         V VIA .
$980      -6.056    -1.450   2  E2   (T)  #1242 UCRT_HSYNC       V VIA .
$981      -5.991    -1.589   1  E2   (T)  #561  CRT_DDC_CLK_5S   V VIA .
$982      -5.866    -1.555   3  E2   (T)  #1536 CRT_HSYNC_R1     V VIA .
$983      -5.814    -1.554   3  E2   (T)  #1537 CRT_VSYNC_R1     V VIA .
$984      -5.657    -1.793   1  E2   (T)  #1239 UCRT_DDC_CLK     V VIA .
$985      -5.933    -1.965   1  E2   (T)  #987  DMIC_CLK         V VIA .
$986      -5.660    -2.030   3  E2   (T)  #461  DMIC_DAT_L       V VIA .
$987      -5.660    -1.979   3  E2   (T)  #460  DMIC_CLK_L       V VIA .
$988      -5.592    -2.117   3  E2   (T)  #532  USB_PP10_R       V VIA .
$989      -5.592    -2.168   3  E2   (T)  #533  USB_PN10_R       V VIA .
$990      -5.717    -2.242   1  E2   (T)  #716  USB_PP10         V VIA .
$991      -5.576    -2.412   1  E2   (T)  #536  LVDS_PWM         V VIA .
$992      -5.725    -2.849   2  E3   (T)  #678  REGOUT           V VIA .
$993      -5.710    -2.930   1  E3   (T)  #666  LAN_GPO          V VIA .
$994      -5.884    -2.912   1  E3   (T)  #660  LAN_XTAL2        V VIA .
$995      -6.078    -2.639   1  E3   (T)  #1480 BKL_STAT_Q       V VIA .
$996      -6.071    -2.869   1  E3   (T)  #679  LAN_RSET         V VIA .
$997      -6.068    -2.990   3  E3   (T)  #649  MDI0+            V VIA .
$998      -6.102    -3.034   3  E3   (T)  #654  MDI1+            V VIA .
$999      -6.088    -3.093   3  E3   (T)  #656  MDI2+            V VIA .
$1000     -6.110    -3.145   3  E3   (T)  #651  MDI3+            V VIA .
$1001     -5.883    -3.228   1  E3   (T)  #680  N71807327        V VIA .
$1002     -6.035    -3.474   1  E3   (T)  #674  LED1/EESK        V VIA .
$1003     -6.117    -3.616   1  E3   (T)  #71   LED1/EESK_R      V VIA .
$1004     -5.910    -3.605   3  E3   (T)  #158  MCT0             V VIA .
$1005     -5.858    -3.605   3  E3   (T)  #159  N76159601        V VIA .
$1006     -5.772    -3.226   1  E3   (T)  #665  +EVDD10          V VIA .
$1007     -5.697    -3.225   3  E3   (T)  #670  PCIE_RXP1_C      V VIA .
$1008     -5.654    -3.198   3  E3   (T)  #671  ISOLATEB         V VIA .
$1009     -5.641    -3.088   1  E3   (T)  #662  LAN_EECS         V VIA .
$1010     -5.517    -3.025   3  E3   (T)  #663  LAN_EEDI         V VIA .
$1011     -5.507    -2.971   3  E3   (T)  #675  LED3/LAN_EEDO    V PIN TPL1.1
$1012     -4.990    -2.604   1  D3   (T)  #537  +VBAT_L          V VIA .
$1013     -4.869    -2.957   1  D3   (T)  #981  +VDD_CORE_BACO   V VIA .
$1014     -5.184    -3.359   1  E3   (T)  #1439 BACO_SEL         V VIA .
$1015     -5.568    -3.866   1  E4   (T)  #650  TDCT             V VIA .
$1016     -5.822    -3.886   3  E4   (T)  #1430 MCT_R            V VIA .
$1017     -5.869    -3.905   3  E4   (T)  #155  N76153834        V VIA .
$1018     -5.859    -3.845   3  E4   (T)  #157  N76113162        V VIA .
$1019     -5.910    -3.846   3  E4   (T)  #156  MCT1             V VIA .
$1020     -5.919    -3.905   3  E4   (T)  #154  MCT2             V VIA .
$1021     -5.967    -3.875   3  E4   (T)  #66   DB1-             V VIA .
$1022     -6.023    -3.842   3  E4   (T)  #61   DA0+               PIN CON9.1
$1023     -6.023    -3.922   3  E4   (T)  #63   DB1+               PIN CON9.3
$1024     -6.066    -3.962   3  E4   (T)  #64   DC+                PIN CON9.4
$1025     -6.023    -4.003   3  E4   (T)  #65   DC-                PIN CON9.5
$1026     -6.023    -4.083   3  E4   (T)  #67   DD+                PIN CON9.7
$1027     -6.066    -4.123   3  E4   (T)  #68   DD-                PIN CON9.8
$1028     -5.909    -4.145   3  E4   (T)  #152  MCT3             V VIA .
$1029     -5.858    -4.145   3  E4   (T)  #153  N76097895        V VIA .
$1030     -5.741    -4.209   1  E4   (T)  #70   LED_RX/TX_R      V VIA .
$1031     -5.704    -4.307   1  E4   (T)  #673  LED_RX/TX        V VIA .
$1032     -5.397    -4.324   1  E4   (T)  #288  EC_SMB0_CLK_3S_DELAY_R V PIN TPG2.1
$1033     -5.135    -4.322   3  E4   (T)  #264  DPC_VDD10        V VIA .
$1034     -5.131    -4.262   3  E4   (T)  #265  DPC_VDD18        V VIA .
$1035     -5.013    -3.769   1  E4   (T)  #455  +DPA_VDD10       V VIA .
$1036     -4.949    -3.969   1  D4   (T)  #275  AT_GPIO1         V VIA .
$1037     -5.102    -4.382   2  E4   (T)  #287  EC_SMB0_DAT_3S_DELAY_R V PIN TPG1.1
$1038     -5.149    -4.529   2  E4   (T)  #280  XTALSSIN         V PIN TPG4.1
$1039     -5.118    -4.679   1  E4   (T)  #286  PEG_CLK_REQ#_R   V PIN TPG5.1
$1040     -5.356    -4.724   1  E4   (T)  #1483 EC_SMB0_DAT_3S_DELAY V VIA .
$1041     -5.683    -4.738   1  E4   (T)  #703  HDMI_DET_5       V VIA .
$1042     -6.033    -4.868   3  E4   (T)  #707  UHDMI_CLKN_L     V VIA .
$1043     -6.034    -4.919   3  E4   (T)  #706  UHDMI_CLKP_L     V VIA .
$1044     -5.974    -4.962   2  E4   (T)  #697  UHDMI_TX0P_L     V VIA .
$1045     -5.954    -5.072   3  E5   (T)  #700  UHDMI_TX1N_L     V VIA .
$1046     -5.954    -5.123   3  E5   (T)  #699  UHDMI_TX1P_L     V VIA .
$1047     -5.964    -5.220   3  E5   (T)  #702  UHDMI_TX2N_L     V VIA .
$1048     -5.964    -5.271   3  E5   (T)  #701  UHDMI_TX2P_L     V VIA .
$1049     -5.995    -5.832   1  E5   (T)  #686  USB_PP2_L        V VIA .
$1050     -5.786    -5.029   1  E5   (T)  #704  HDMI_DDC_CLK     V VIA .
$1051     -5.549    -5.117   1  E5   (T)  #1499 HDMI_SW          V VIA .
$1052     -5.195    -5.159   1  E5   (T)  #1427 DRAM_RST_R       V VIA .
$1053     -5.234    -5.636   1  E5   (T)  #1283 DGPU_PWR_EN#     V VIA .
$1054     -5.114    -5.619   1  E5   (T)  #1429 GDDR_A_CLK1_R    V VIA .
$1055     -5.076    -5.741   1  E5   (T)  #1422 VRAM_VREF_CA3    V VIA .
$1056     -5.135    -6.018   1  E5   (T)  #632  EC_SMB0_DAT_3AL  V VIA .
$1057     -4.863    -6.244   1  D5   (T)  #1281 PCI_PME#           PIN TP18.1
$1058     -4.864    -6.410   3  D6   (T)  #1205 PCH_SMB_CLK_3A   V VIA .
$1059     -4.933    -6.389   2  D6   (T)  #1292 GPIO57           V VIA .
$1060     -5.013    -6.244   2  E5   (T)  #1192 PEG_B_CLKRQ#     V VIA .
$1061     -5.080    -6.235   2  E5   (T)  #1211 PCH_SMB1_CLK_3A  V VIA .
$1062     -5.169    -6.315   1  E6   (T)  #1206 PCH_SMB_DAT_3A   V VIA .
$1063     -5.405    -6.015   1  E5   (T)  #711  USB_PP2          V VIA .
$1064     -5.564    -6.113   1  E5   (T)  #1400 SPK-R+_L         V VIA .
$1065     -5.814    -6.114   1  E5   (T)  #1401 SPK-L+_L         V VIA .
$1066     -5.993    -6.214   1  E5   (T)  #1408 MIC1-R_C         V VIA .
$1067     -5.895    -6.340   1  E6   (T)  #1540 MIC1-VREFO-R     V VIA .
$1068     -5.718    -6.352   2  E6   (T)  #1519 SPK-L-           V VIA .
$1069     -5.650    -6.367   2  E6   (T)  #1521 SPK-R+           V VIA .
$1070     -5.895    -6.420   2  E6   (T)  #1541 MIC1-VREFO-L     V VIA .
$1071     -5.993    -6.534   1  E6   (T)  #1410 MIC1-L_C         V VIA .
$1072     -6.017    -6.924   1  E6   (T)  #685  HPOUT_L_R        V VIA .
$1073     -5.905    -7.046   3  E6   (T)  #1484 MUTE_HPOUT_L_R   V VIA .
$1074     -5.847    -7.061   3  E6   (T)  #1502 MUTE_HPOUT_Q     V VIA .
$1075     -5.823    -6.902   1  E6   (T)  #1485 MUTE_HPOUT_R_R   V VIA .
$1076     -5.905    -6.811   1  E6   (T)  #683  HPOUT_R_R        V VIA .
$1077     -5.443    -6.756   1  E6   (T)  #1539 AUD_SDOUT        V VIA .
$1078     -5.297    -6.616   3  E6   (T)  #97   USB_OC#0         V VIA .
$1079     -5.285    -6.672   3  E6   (T)  #1231 PM_SLP_SUS#      V VIA .
$1080     -5.029    -6.710   3  E6   (T)  #1234 SUS_PWR_DN_ACK   V VIA .
$1081     -4.975    -6.701   3  D6   (T)  #1289 GPIO27           V VIA .
$1082     -5.013    -6.647   3  E6   (T)  #1188 PCIECLKRQ5#      V TEST .
$1083     -5.037    -6.589   3  E6   (T)  #1209 PCH_SMB0_DAT_3A  V VIA .
$1084     -5.105    -6.513   1  E6   (T)  #1230 SLP_S5#_3R_R     V PIN TP26.1
$1085     -4.993    -6.546   3  D6   (T)  #1190 PCIECLKRQ7#      V VIA .
$1086     -4.960    -6.508   3  D6   (T)  #1187 PCIECLKRQ4#      V VIA .
