 N750JV-R21

 Parts List              0/2482 Selected Parts             24-Jun-2013 16:48
                                                          INCH units

Part     X       Y     Rot  Grid  T/B 'Device', 'Outline'
PR8013                   6.085     3.910  180.0  D1   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
PR8014                   4.397     3.953  180.0  E1   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
PR8015                   5.575     3.938  180.0  D1   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
PR8016                   4.790     4.070  180.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8017                   5.413     3.933   90.0  D1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8018                   4.790     4.180  180.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8019                   4.870     4.183  180.0  E1   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8020                   4.765     4.265  180.0  E1   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8021                   5.893     4.320  270.0  D1   (B)  'NBS_R1206_H30_000S', 'NBS_R1206_H30_000S'
PR8023                   5.118     4.067   90.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8025                   4.783     4.408  180.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8026                   4.803     4.353  270.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8027                   4.783     4.225    0.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8028                   4.765     4.280  270.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8029                   4.783     4.482    0.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8030                   4.738     4.595  180.0  E1   (B)  'NBS_R0402_H14_000S', 'NBS_R0402_H14_000S'
PR8031                   4.810     4.595    0.0  E1   (B)  'NBS_R0402_H14_000S', 'NBS_R0402_H14_000S'
PR8032                   4.248     4.470  180.0  E1   (B)  'NBS_R1206_H30_000S', 'NBS_R1206_H30_000S'
PR8033                   4.803     4.348   90.0  E1   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
PR8034                   4.963     4.010    0.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8036                   4.923     4.510  180.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
