 X450VC-MB-R20        FABMASTER (R)          licence #5039 TEST RESEARCH INC, 

 Test Fixture Nails    1311/1464 Selected Drills           25-Feb-2013 8:59
                       1311 Nails, 1633 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$227       6.555     2.176   2  2B   (T)  #1586 SUS_CLK#         V PIN T2202.1
$228       6.505     2.063   2  2B   (T)  #1572 PCH_JTAG_TMS     V PIN T2009.1
$229       6.465     2.120   2  2B   (T)  #946  PM_SYSPWROK_PCH  V PIN T2216.1
$230       6.422     2.202   1  2B   (T)  #1600 INIT3_3V#        V PIN T2507.1
$231       6.315     2.130   2  2B   (T)  #329  S_GPIO           V VIA .
$232       6.390     2.115   2  2B   (T)  #319  HDA_SPKR         V VIA .
$233       6.425     2.050   2  2B   (T)  #1570 PCH_JTAG_TDI     V PIN T2010.1
$234       6.427     1.981   2  2B   (T)  #1587 LPCPD#           V PIN T2201.1
$235       6.348     2.015   2  2B   (T)  #1571 PCH_JTAG_TDO     V PIN T2011.1
$236       6.300     1.960   2  2B   (T)  #1145 FDI_OVRVLTG      V VIA .
$237       6.368     1.946   2  2B   (T)  #1597 USB20_SEL        V PIN T2504.1
$238       6.320     1.875   2  2B   (T)  #1479 GPIO35_PCH       V VIA .
$239       6.400     1.875   2  2B   (T)  #106  PLT_RST#         V VIA .
$240       6.410     1.805   2  2A   (T)  #100  CPAD_INT#_PCH    V VIA .
$241       6.386     1.625   1  2A   (T)  #1475 DIMM_SEL1        V VIA .
$242       6.284     1.660   1  2A   (T)  #495  SMB_CLK_S        V VIA .
$243       6.310     1.794   1  2A   (T)  #1519 PM_RI#           V VIA .
$244       6.185     1.916   2  2B   (T)  #1147 N22096136        V VIA .
$245       6.136     1.967   2  2B   (T)  #101  CLKREQ_PEG#_R    V VIA .
$246       6.075     2.055   1  2B   (T)  #776  SATA_RXN0        V VIA .
$247       6.178     2.060   2  2B   (T)  #1521 SATA1GP          V VIA .
$248       6.190     2.140   1  2B   (T)  #487  WLAN_LED         V VIA .
$249       6.168     2.260   1  2B   (T)  #109  PLL_ODVR_EN      V VIA .
$250       5.910     2.350   1  2B   (T)  #138  DRAMRST_EC       V VIA .
$251       6.120     2.375   1  2B   (T)  #773  SATA_TXP0        V VIA .
$252       6.325     2.330   1  2B   (T)  #389  SATA3_COMP       V VIA .
$253       6.375     2.410   2  2B   (T)  #933  SATA_TXP2_C      V VIA .
$254       6.416     2.354   2  2B   (T)  #932  SATA_TXN2_C      V VIA .
$255       6.420     2.290   3  2B   (T)  #952  DCPSST_PCH       V VIA .
$256       6.554     2.267   2  2B   (T)  #1603 DCPSUSBYP_PCH    V PIN T2702.1
$257       6.631     2.255   1  2B   (T)  #408  SATA_COMP        V VIA .
$258       6.692     2.124   1  1B   (T)  #1583 SLP_LAN#_R       V PIN T2206.1
$259       6.810     2.159   1  1B   (T)  #1604 DCPSUS_PCH_12    V PIN T2703.1
$260       6.775     2.075   2  1B   (T)  #1598 GPIO27_PCH_R     V PIN T2505.1
$261       6.740     2.015   2  1B   (T)  #1585 PM_SLP_SUS#      V PIN T2205.1
$262       6.913     2.002   1  1B   (T)  #1421 USB_PP3          V VIA .
$263       7.009     2.157   1  1B   (T)  #1568 HDA_DOCK_RST#    V PIN T2012.1
$264       7.100     2.290   2  1B   (T)  #1590 LVD_VBG          V VIA .
$265       7.095     2.368   1  1B   (T)  #428  LVD_IBG          V VIA .
$266       6.970     2.450   1  1B   (T)  #1605 DCPSUS_PCH_3     V PIN T2701.1
$267       6.748     2.415   2  1B   (T)  #1606 DCPSUS_PCH_4     V PIN T2704.1
$268       6.679     2.417   2  1B   (T)  #1578 CLK_ITP_BCLK_PCH#_R V PIN T2104.1
$269       6.610     2.417   2  2B   (T)  #1579 CLK_ITP_BCLK_PCH_R V PIN T2105.1
$270       6.610     2.640   1  2B   (T)  #1595 RSVD24           V PIN T2411.1
$271       6.688     2.663   2  1B   (T)  #1602 PECI_PCH         V PIN T2506.1
$272       6.795     2.712   1  1B   (T)  #1171 DMI_RXN1         V VIA .
$273       6.635     2.735   1  2B   (T)  #1194 FDI_TXP4         V VIA .
$274       6.500     2.749   1  2B   (T)  #949  +VCCAFDIPLL_PCH  V VIA .
$275       6.480     2.650   2  2B   (T)  #1596 NV_RCOMP         V PIN T2415.1
$276       6.411     2.653   2  2B   (T)  #1594 NV_ALE           V PIN T2410.1
$277       6.360     2.735   1  2B   (T)  #434  PM_THRMTRIP#     V VIA .
$278       6.190     2.660   2  2B   (T)  #774  SATA_TXN0        V VIA .
$279       6.115     2.640   1  2B   (T)  #435  H_THRMTRIP#      V VIA .
$280       6.015     2.762   2  2B   (T)  #361  H_DRAM_PWRGD     V VIA .
$281       5.947     2.817   1  2B   (T)  #312  DRAMRST#         V VIA .
$282       5.950     2.720   1  2B   (T)  #322  DRAMRST_PCH      V VIA .
$283       5.597     2.397   1  2B   (T)  #313  M_A_VREFDQ       V VIA .
$284       5.651     2.188   2  2B   (T)  #393  M_B_CLK_DDR#0    V VIA .
$285       5.720     2.140   1  2B   (T)  #391  N29682942        V VIA .
$286       5.638     1.985   1  2B   (T)  #816  M_B_ODT0         V VIA .
$287       5.640     1.875   1  2B   (T)  #398  N155884001       V VIA .
$288       5.642     1.795   2  2A   (T)  #792  M_B_A2           V VIA .
$289       5.656     1.691   2  2A   (T)  #791  M_B_A14          V VIA .
$290       5.581     1.680   2  2A   (T)  #793  M_B_A3           V VIA .
$291       5.589     1.752   2  2A   (T)  #800  M_B_BS0          V VIA .
$292       5.055     1.955   1  2B   (T)  #400  N155885981       V VIA .
$293       5.297     2.648   1  2B   (T)  #643  M_A_DQ22         V VIA .
$294       5.220     2.710   1  2B   (T)  #640  M_A_DQ18         V VIA .
$295       5.200     2.800   1  2B   (T)  #641  M_A_DQ23         V VIA .
$296       5.164     2.655   2  2B   (T)  #645  M_A_DQ17         V VIA .
$297       4.960     2.647   1  2B   (T)  #654  M_A_DQ27         V VIA .
$298       4.620     2.654   1  2B   (T)  #616  M_A_A6           V VIA .
$299       4.450     2.644   2  3B   (T)  #627  M_A_CLK_DDR1     V VIA .
$300       4.372     2.650   1  3B   (T)  #621  M_A_BS1          V VIA .
$301       4.220     2.405   1  3B   (T)  #314  M_A_VREFCA       V VIA .
$302       4.330     2.385   1  3B   (T)  #316  M_B_VREFDQ       V VIA .
$303       4.301     2.295   3  3B   (T)  #862  M_B_DQ44         V VIA .
$304       4.360     2.305   3  3B   (T)  #866  M_B_DQ40         V VIA .
$305       4.480     2.025   1  3B   (T)  #404  N155919351       V VIA .
$306       4.440     1.705   1  3A   (T)  #315  M_B_VREFCA       V VIA .
