 3.1        Tebo-ICT,  license #willjames
PCE8507      -2.5496   -0.9205  180.0  B3   (T)  'NBS_CPLSMD_2P_006', 'NBS_CPLSMD_2P_006'
PCE8801      -0.7196   -2.1955   90.0  B3   (T)  'NBS_CESMD_2P_007', 'NBS_CESMD_2P_007'
PCE8804      -0.5946   -2.6905  180.0  B4   (T)  'NBS_CPLSMD_2P_006', 'NBS_CPLSMD_2P_006'
PCE9100      -0.3496   -0.2505  270.0  B3   (T)  'NBS_CPLSMD_2P_001', 'NBS_CPLSMD_2P_001'
PJ8801       -0.4036   -2.4785   90.0  B4   (T)  'NB_PWR_FB_SHORT_PT', 'NB_PWR_FB_SHORT_PT'
PJ8802       -0.3416   -2.5025  270.0  B4   (T)  'NB_PWR_FB_SHORT_PT', 'NB_PWR_FB_SHORT_PT'
PJ8803       -4.9425    2.6755   90.0  A1   (T)  'NB_PWR_FB_SHORT_PT', 'NB_PWR_FB_SHORT_PT'
PJ8804       -5.0000    2.6445  270.0  A1   (T)  'NB_PWR_FB_SHORT_PT', 'NB_PWR_FB_SHORT_PT'
PJ8805       -0.3715   -2.6275    0.0  B4   (T)  'NB_PWR_FB_SHORT_PT', 'NB_PWR_FB_SHORT_PT'
PJ8806       -0.3476   -2.6855  180.0  B4   (T)  'NB_PWR_FB_SHORT_PT', 'NB_PWR_FB_SHORT_PT'
PJP8001      -1.2025   -1.2149  180.0  B3   (T)  'NBS_3MM_OPEN_5MIL_002_B', 'NBS_3MM_OPEN_5MIL_002_B'
PJP8100      -1.4086   -2.1831    0.0  B3   (T)  'NBS_3MM_OPEN_5MIL_002_B', 'NBS_3MM_OPEN_5MIL_002_B'
PJP8102      -0.9975   -1.5211  180.0  B3   (B)  'NBS_3MM_OPEN_5MIL_002', 'NBS_3MM_OPEN_5MIL_002'
PJP8103      -0.9416   -2.1561    0.0  B3   (T)  'NBS_3MM_OPEN_5MIL_002_B', 'NBS_3MM_OPEN_5MIL_002_B'
PJP8200      -0.8146   -1.1130    0.0  B3   (T)  'NBS_1MM_OPEN_5MIL_000_B', 'NBS_1MM_OPEN_5MIL_000_B'
PJP8201      -1.0845   -0.4325  270.0  B3   (T)  'NBS_1MM_OPEN_5MIL_000_B', 'NBS_1MM_OPEN_5MIL_000_B'
PJP8300      -4.9096    2.2345  270.0  A2   (T)  'NBS_1MM_OPEN_5MIL_000_B', 'NBS_1MM_OPEN_5MIL_000_B'
PJP8301      -4.2556    1.7699    0.0  A2   (T)  'NBS_3MM_OPEN_5MIL_002_B', 'NBS_3MM_OPEN_5MIL_002_B'
PJP8302      -4.4196    1.7689    0.0  A2   (T)  'NBS_3MM_OPEN_5MIL_002_B', 'NBS_3MM_OPEN_5MIL_002_B'
PJP8400      -2.0745   -1.5715  270.0  B3   (T)  'NBS_1MM_OPEN_5MIL_000_B', 'NBS_1MM_OPEN_5MIL_000_B'
PJP8401      -2.0736   -1.9845  180.0  B3   (T)  'NBS_1MM_OPEN_5MIL_000_B', 'NBS_1MM_OPEN_5MIL_000_B'
PJP8403      -4.5095    3.0095   90.0  A1   (B)  'NBS_1MM_OPEN_5MIL_000', 'NBS_1MM_OPEN_5MIL_000'
PJP8404      -4.7946    3.0545  270.0  A1   (B)  'NBS_1MM_OPEN_5MIL_000', 'NBS_1MM_OPEN_5MIL_000'
PJP8501      -2.3175   -1.1011  180.0  B3   (B)  'NBS_3MM_OPEN_5MIL_002', 'NBS_3MM_OPEN_5MIL_002'
PJP8801      -0.7196   -2.4055    0.0  B4   (T)  'NBS_1MM_OPEN_5MIL_000_B', 'NBS_1MM_OPEN_5MIL_000_B'
PJP9105      -2.1515    1.3685  180.0  B2   (T)  'NBS_1MM_OPEN_5MIL_000_B', 'NBS_1MM_OPEN_5MIL_000_B'
PSL8001      -1.7946   -1.0455  180.0  B3   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8002      -1.7946   -1.0055  180.0  B3   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8003      -1.7946   -0.9655  180.0  B3   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8004      -1.7946   -1.0845  180.0  B3   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8100      -1.6396   -1.9795  180.0  B3   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
PSL8102      -1.7386   -1.7815   90.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8103      -2.4116   -1.5715    0.0  B3   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
PSL8104      -1.7426   -2.0175  270.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8300      -5.1655    1.6765  270.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8301      -5.1246    1.8895  180.0  A2   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
PSL8501      -1.9146   -1.2555  270.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8502      -2.0095   -1.0355  180.0  B3   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8503      -1.8996   -1.1555  180.0  B3   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8504      -1.9196   -0.8555   90.0  B3   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8505      -1.9196   -0.9305   90.0  B3   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8506      -1.9786   -1.2185    0.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
PSL8801      -0.4895   -1.5155  180.0  B3   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8802      -0.5856   -1.6285   90.0  B3   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL8803      -0.5445   -1.6305   90.0  B3   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
PSL9100      -1.0075   -2.5025  270.0  B4   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
PSL9101      -0.6196   -0.1755   90.0  B3   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
PSL9102      -0.5145   -0.1755   90.0  B3   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
PSL9103      -0.6535   -0.4075   90.0  B3   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
PSP8000      -2.0644   -0.6653   90.0  B3   (T)  'NBS_PWR_FB_SHORTPAD_000', 'NBS_PWR_FB_SHORTPAD_000'
PSP8001      -2.0646   -0.5455  270.0  B3   (T)  'NBS_PWR_FB_SHORTPAD_000', 'NBS_PWR_FB_SHORTPAD_000'
PSP8100      -1.2886   -1.6705    0.0  B3   (T)  'NBS_PWR_FB_SHORTPAD_000', 'NBS_PWR_FB_SHORTPAD_000'
PSP8101      -1.2135   -1.9855  270.0  B3   (T)  'NBS_PWR_FB_SHORTPAD_000', 'NBS_PWR_FB_SHORTPAD_000'
PSP8200      -0.8975   -0.4555  180.0  B3   (T)  'NBS_PWR_FB_SHORTPAD_000', 'NBS_PWR_FB_SHORTPAD_000'
PSP8301      -4.4806    1.6065  270.0  A2   (T)  'NBS_PWR_FB_SHORTPAD_000', 'NBS_PWR_FB_SHORTPAD_000'
PSP8303      -3.0356    1.9975    0.0  A2   (T)  'NBS_PWR_FB_SHORTPAD_000', 'NBS_PWR_FB_SHORTPAD_000'
PSP8401      -2.1366   -1.9805  180.0  B3   (T)  'NBS_PWR_FB_SHORTPAD_000', 'NBS_PWR_FB_SHORTPAD_000'
PSP8504      -3.3295   -0.6305  180.0  A3   (T)  'NBS_PWR_FB_SHORTPAD_000', 'NBS_PWR_FB_SHORTPAD_000'
PSP8505      -3.4996   -0.6265    0.0  A3   (T)  'NBS_PWR_FB_SHORTPAD_000', 'NBS_PWR_FB_SHORTPAD_000'
PTR8001      -1.8996   -0.7955  180.0  B3   (T)  'NBS_R0402_H24_000S', 'NBS_R0402_H24_000S'
PTR8002      -1.5496   -0.7905    0.0  B3   (T)  'NBS_R0402_H24_000S', 'NBS_R0402_H24_000S'
PU8000       -1.6446   -1.0055   90.0  B3   (B)  'NBS_QFN_28P_4V_003', 'NBS_QFN_28P_4V_003'
PU8001       -1.4136   -1.2285  180.0  B3   (T)  'SOT23_H55', 'SOT23_H55'
PU8100       -1.7946   -1.8905  270.0  B3   (T)  'NBS_QFN_20P_2V_000', 'NBS_QFN_20P_2V_000'
PU8200       -0.9295   -0.9765    0.0  B3   (T)  'NBS_DFN_10P_2V_000', 'NBS_DFN_10P_2V_000'
PU8300       -4.9896    1.7095   90.0  A2   (T)  'NBS_QFN_20P_2V_000', 'NBS_QFN_20P_2V_000'
PU8401       -2.1345   -1.7615  180.0  B3   (T)  'NBS_DFN_10P_2V_007', 'NBS_DFN_10P_2V_007'
PU8402       -4.6546    3.0745  180.0  A1   (B)  'NBS_SOT23_5P_002', 'NBS_SOT23_5P_002'
PU8501       -2.0296   -1.0855  180.0  B3   (T)  'NBS_QFN_20P_2V_000', 'NBS_QFN_20P_2V_000'
PU8502       -2.9695   -1.2555    0.0  A3   (T)  'NBS_SOT23_5P_003', 'NBS_SOT23_5P_003'
PU8800       -0.6321   -1.7730   90.0  B3   (B)  'NBS_QFN_20P_4V_003', 'NBS_QFN_20P_4V_003'
PU9001       -0.5345   -3.0285    0.0  B4   (B)  'NBS_DFN_8P_007', 'NBS_DFN_8P_007'
PU9100       -0.5558   -0.2809  180.0  B3   (T)  'NBS_DFN_14P_2V_002', 'NBS_DFN_14P_2V_002'
SL0401       -1.0945    2.8045   90.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL0402       -1.1345    2.8045  270.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL0601       -2.1896    0.4895    0.0  B2   (B)  'NBS_R0805_SHORTED_000S', 'NBS_R0805_SHORTED_000S'
SL0602       -2.8695    0.4195  180.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL0603       -2.9545    0.5195    0.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL0801       -2.8695    0.5195  180.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL0802       -1.4046    1.2865   90.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL0803       -3.0446    0.3785  180.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL0804       -3.1246    0.3865    0.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL0805       -3.1246    0.3495    0.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL1601       -3.2275    1.0895  270.0  A2   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL1801       -3.1976    1.2115  270.0  A2   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL1802       -3.2496    0.9975    0.0  A2   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL1803       -3.6345    1.8045  180.0  A2   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL1820       -3.5846    1.8795  180.0  A2   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL2001       -1.3356   -0.0195  270.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2002       -1.4326   -0.0835  180.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2003       -1.3056   -0.0975  270.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2004       -1.2656   -0.0975   90.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2101       -0.9486    0.2445    0.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2102       -0.9486    0.2815    0.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2112       -0.8845    0.8475  180.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2201       -1.1426    1.1935   90.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2401       -0.9746    0.7085  180.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2402       -1.0566    0.4225    0.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2501       -0.7995    0.6345    0.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2502       -0.7995    0.7935  180.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2503       -0.7645    0.1145  180.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2504       -1.2663    0.7854    0.0  B2   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL2505       -3.3346    0.5195   90.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2512       -0.8845    0.7635  180.0  B2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2605       -1.4835    0.5155  180.0  B2   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL2702       -2.8685    0.2315  180.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2705       -2.9495    0.1875  180.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2801       -0.4345   -0.5235  270.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2802       -0.4775   -0.5205  270.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2803       -0.5505   -0.9755   90.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2804       -0.6495   -0.9605    0.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2805       -0.5145   -0.5105  270.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2806       -0.5545   -0.5105  270.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2807       -0.4275   -0.9535  270.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2808       -0.3866   -0.9535  270.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2811       -0.6106   -0.4875  180.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL2818       -0.4975   -1.0005  180.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3001       -0.8095   -2.9705    0.0  B4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL3002       -0.8095   -3.0255    0.0  B4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL3003       -0.7755   -3.8245  270.0  B4   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3004       -1.6616   -3.2395  180.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3005       -1.6936   -3.5245   90.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3006       -1.6616   -3.2025    0.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3007       -1.6616   -3.1285    0.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3008       -1.2395   -3.6855  270.0  B4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL3009       -0.8095   -2.8805    0.0  B4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL3010       -1.2395   -3.8055  270.0  B4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL3011       -0.8186   -3.1845  180.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3012       -0.8045   -3.1475  180.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3013       -0.8196   -2.9255    0.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3014       -0.8196   -3.0705    0.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3015       -0.8296   -3.5705    0.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3016       -0.8296   -3.6105    0.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3017       -0.8296   -3.6505    0.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3019       -1.0916   -3.6815   90.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3020       -1.1116   -3.7585   90.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3021       -1.1096   -3.8505   90.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3022       -1.1446   -3.6745   90.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3023       -1.1496   -3.7605   90.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3024       -1.1536   -3.8515   90.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3026       -0.8095   -3.3315  180.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3029       -1.6096   -3.6455  180.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3033       -0.8095   -3.2575  180.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3034       -0.8136   -3.2205  180.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3101       -0.3346    0.7515  180.0  B2   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3201       -3.2245    0.7145   90.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3202       -3.3146    0.7145   90.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3203       -3.2546    0.5195   90.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3204       -3.2645    0.7145   90.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3205       -3.2946    0.5195  270.0  A2   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3206       -0.5271   -3.8530  180.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL3301       -3.2045    3.2845    0.0  A1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3303       -3.2636    3.4005   90.0  A1   (B)  'NBS_R0805_SHORTED_000S', 'NBS_R0805_SHORTED_000S'
SL3312       -3.1195    3.2045    0.0  A1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3401       -4.4646    3.4095    0.0  A1   (B)  'NBP_SHORTPIN_2R4P0603', 'NBP_SHORTPIN_2R4P0603'
SL3402       -4.3445    3.4095    0.0  A1   (B)  'NBP_SHORTPIN_2R4P0603', 'NBP_SHORTPIN_2R4P0603'
SL3403       -4.2146    3.4095    0.0  A1   (B)  'NBP_SHORTPIN_2R4P0603', 'NBP_SHORTPIN_2R4P0603'
SL3404       -4.1045    3.4095    0.0  A1   (B)  'NBP_SHORTPIN_2R4P0603', 'NBP_SHORTPIN_2R4P0603'
SL3651       -0.6196    3.1295  270.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3652       -0.5946    3.2125  270.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3653       -0.7316    3.1295  270.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3654       -0.4995    3.1795    0.0  B1   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL3655       -0.7695    3.2245   90.0  B1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL4601       -4.8765    2.5125    0.0  A1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL4602       -3.6446    2.3645   90.0  A1   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL4605       -3.2896    2.7045  270.0  A1   (T)  'NBP_SHORTPIN_2R4P0603_B', 'NBP_SHORTPIN_2R4P0603_B'
SL4701       -2.4796    3.3695    0.0  B1   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL4702       -2.9596    3.2145  270.0  A1   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL4703       -2.9996    3.6995    0.0  A1   (B)  'NBS_R0805_SHORTED_000S', 'NBS_R0805_SHORTED_000S'
SL4704       -2.4895    3.4995   90.0  B1   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL4901       -2.3146    3.6595  270.0  B1   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL4902       -2.3596    3.6045  180.0  B1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL4903       -2.2845    3.6045    0.0  B1   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL4904       -2.2020    3.5445  180.0  B1   (T)  'NBP_SHORTPIN_2R4P0603_B', 'NBP_SHORTPIN_2R4P0603_B'
SL4905       -2.0396    3.5420  180.0  B1   (T)  'NBP_SHORTPIN_2R4P0603_B', 'NBP_SHORTPIN_2R4P0603_B'
SL4906       -2.1271    3.5445  180.0  B1   (T)  'NBP_SHORTPIN_2R4P0603_B', 'NBP_SHORTPIN_2R4P0603_B'
SL4907       -1.9646    3.5420  180.0  B1   (T)  'NBP_SHORTPIN_2R4P0603_B', 'NBP_SHORTPIN_2R4P0603_B'
SL5101       -1.4835   -3.9105    0.0  B4   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL5104       -1.3445   -3.8505  270.0  B4   (T)  'NBS_R0805_SHORTED_000S_B', 'NBS_R0805_SHORTED_000S_B'
SL5106       -1.4206   -3.8505  270.0  B4   (T)  'NBS_R0805_SHORTED_000S_B', 'NBS_R0805_SHORTED_000S_B'
SL5301       -0.7565   -2.8075  270.0  B4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL5302       -1.1646   -2.7355  270.0  B4   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL5303       -0.8316   -2.6875   90.0  B4   (B)  'NBS_R0402_SHORTED_000S', 'NBS_R0402_SHORTED_000S'
SL5515       -0.5646    3.6635   90.0  B1   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL5516       -0.8716    3.6535   90.0  B1   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL5524       -0.4895    3.5895  180.0  B1   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL5525       -0.4995    3.5895    0.0  B1   (B)  'NBS_R0603_SHORTED_000S', 'NBS_R0603_SHORTED_000S'
SL5802       -0.3446   -1.2355    0.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL5805       -0.3446   -1.3605  180.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL5806       -0.3446   -1.3205  180.0  B3   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL6402       -4.2996   -2.3055   90.0  A4   (T)  'NBS_R0805_SHORTED_000S_B', 'NBS_R0805_SHORTED_000S_B'
SL6403       -4.3696   -2.3055   90.0  A4   (T)  'NBS_R0805_SHORTED_000S_B', 'NBS_R0805_SHORTED_000S_B'
SL6602       -3.4196   -3.6805    0.0  A4   (T)  'NBP_SHORTPIN_2R4P0603_B', 'NBP_SHORTPIN_2R4P0603_B'
SL6603       -3.4945   -3.6805    0.0  A4   (T)  'NBP_SHORTPIN_2R4P0603_B', 'NBP_SHORTPIN_2R4P0603_B'
SL6605       -3.2796   -3.6655   90.0  A4   (T)  'NBP_SHORTPIN_2R4P0603_B', 'NBP_SHORTPIN_2R4P0603_B'
SL6608       -3.2594   -3.5555   90.0  A4   (T)  'NBS_R0603_SHORTED_000S_B', 'NBS_R0603_SHORTED_000S_B'
SL6609       -3.0594   -3.5255  270.0  A4   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL6610       -3.0194   -3.5255  270.0  A4   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL6611       -2.9794   -3.5255  270.0  A4   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL6612       -2.8144   -3.6055  180.0  A4   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL6613       -2.8144   -3.6455  180.0  A4   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL6614       -2.8144   -3.6855  180.0  A4   (T)  'NBS_R0402_SHORTED_000S_B', 'NBS_R0402_SHORTED_000S_B'
SL6615       -2.9644   -3.2105    0.0  A4   (B)  'NBS_R0805_SHORTED_000S', 'NBS_R0805_SHORTED_000S'
